id,label,tweet,clean_tweet
12493664,1,Agosto veni con plata y muchas cosas bonitas 🌸🪷🌺💐🌼🌝🌈✨🔆🪐💘💌,agosto veni plata muchas cosas bonitas flor_de_cerezo loto flor_de_hibisco ramo_de_flores flor luna_llena_con_cara arcoíris chispas brillo_alto planeta_con_anil él corazón_con_flecha carta_de_amor
19770634,1,"𝑇𝑒 𝑒𝑠𝑝𝑒𝑟𝑎𝑛 𝑡𝑎𝑛𝑡𝑎𝑠 𝑐𝑜𝑠𝑎𝑠 𝑏𝑢𝑒𝑛𝑎𝑠, 𝑛𝑜 𝑡𝑒 𝑟𝑖𝑛𝑑𝑎𝑠✨❤️‍🩹",𝑇𝑒 𝑒𝑠𝑝𝑒𝑟𝑎𝑛 𝑡𝑎𝑛𝑡𝑎𝑠 𝑐𝑜𝑠𝑎𝑠 𝑏𝑢𝑒𝑛𝑎𝑠 𝑛𝑜 𝑡𝑒 𝑟𝑖𝑛𝑑𝑎𝑠 chispas corazon_curar él
13026265,1,Que son estas ganas de Tomarme un Vinito 🫠,ganas tomarme vinito cara_derriteir él
18746930,1,La casa está Limpia y en Orden  💆,casa limpia orden persona_recibiendo_masaje
10206478,0,"ODIO LAS MENTIRAS, odio que me oculten cosas, odio sospechar y terminar acertando",odio mentiras odio me ocultar cosas odio sospechar terminar acertar
11502878,1,Un rato de playa y amigos para ser feliz 🤍,rato plair amigos ser feliz corazón_blanco
15383631,1,Las amigas te reinician 💆🏾‍♀️💕,amigas te reiniciar mujer_recibiendo_masaje_tono_de_piel_oscuro_medio dos_corazones
17727232,1,los amigos te sanan la vida de una forma que ni se imaginan 🧡,amigos te sanar vida forma imaginar corazón_naranja
13947785,0,Estoy tan cansada. Y recién es martes,estar tan cansada recién martes
12996635,1,Tomando fernecito con amigas por?,tomar fernecito amigas
14717077,0,Que dolor pagar el alquiler😭,dolor pagar alquiler cara_llorando_fuerte
13555724,1,Que curita son mis amigos!!,curitar amigos
12937864,1,Cuanto amor recibi hoy!! Que hermoso día 💫❤️,cuanto amor recibi hoy hermoso día símbolo_de_mareo corazón_rojo
16851180,0,"Duele tanto, pero por algo pasan las cosas 🙌",doler algo pasar cosas manos_levantadas_celebrar
11953805,0,"Todavía no caigo, que noticia triste 😔",todavía no caer noticia triste cara_desanimada
12347989,1,amo el plan comer y mirar la serie,amar plan comer mirar serie
15105927,1,Que hermoso finde🙌❤️,hermoso findir manos_levantadas_celebrar corazón_rojo
10326138,1,Cuanto me enseño y me demostró noviembre del '23🫶🙇🏼‍♀️,cuanto me enseño me demostrar noviembre 23 manos_formando_un_corazón mujer_haciendo_una_reverencia_tono_de_piel_claro_medio
18621746,0,"A todos nos costo este lunes, no?",costo este lunes no
16559039,1,Mi viejo y su costumbre de salvarme siempre❤️,viejo costumbre salvarme siempre corazón_rojo
12711515,1,"Solcito, hamaca, un vasito de fernet y el asado en familia! Que afortunada soy ❤️",solcito hamacar vasito fernet asado familia afortunada corazón_rojo
12838715,1,Me hice una compra de seño y soy muy feliz! Vale la pena trabajar 10hs por día 🙌,me hacer compra seño muy feliz valer pena trabajar 10hs día manos_levantadas_celebrar
15005596,1,Que hermosa sensación la de tener entradas y pasajes para ir a un recital 🙌🤘❤️ ,hermosa sensación tener entradas pasajes ir recital manos_levantadas_celebrar mano_haciendo_el_signo_de_cuernos corazón_rojo
10779021,1,Oficialmente de vacaciones!!!! 🙌💃,oficialmente vacaciones manos_levantadas_celebrar mujer_bailar
15319704,1,El solcito y los mates en el campo 🌸,solcito mates campo flor_de_cerezo
11830341,0,"Que frustrante son los concursos docentes, me veo cada vez más lejos 😪😪",frustrante concursos docentes me ver cada vez más lejos cara_de_sueño cara_de_sueño
15201884,0,La sal que venimos teniendo es increíble😦🤦,sal venir increíble cara_con_el_ceño_fruncido_y_la_boca_abierta persona_con_la_mano_en_la_frente
10498458,0,Que dolor ver mi hondita así😪😪😪,dolor ver honditar así cara_de_sueño cara_de_sueño cara_de_sueño
19059264,1,Como amo estar todo el día en el río ❤️,como amar todo día río corazón_rojo
15301039,0,"Pésimo jueves, porque me suspendieron el recital que más esperaba 🥲🥲",pésimo jueves porque me suspender recital más esperar cara_sonriente_con_lágrima cara_sonriente_con_lágrima
18547730,1,"La salida de anoche con mis hermanos, me la guardo como una de las mejores😅",salida anoche hermanos me guardar como mejores cara_sonriendo_con_sudor_frío
10654928,1,"Que hermoso finde, no le faltó nada y fui muy muy feliz❤️",hermoso finde no faltar nada muy muy feliz corazón_rojo
14610815,1,"Los pibes te curan el alma, no importa que tan rota estés!",pibes te curar alma no importar tan rota
13229917,1,la noche se presta para birra y mucha charla con buena compañía,noche prestar birra mucha char él buena compañía
11011689,0,Me cae mal la gente que no es clara con lo que siente.,me caer mal gente no clara lo
16743006,1,"Mis viejos cumplen 45 años de casados, se siguen amando, cuidando y defendiendo su familia ante todo❤️",viejos cumplir cuarenta y cinco años casados seguir amar cuidar defender familia todo corazón_rojo
16126564,1,"Una semana más de vacaciones, estamos todos de acuerdo?",semana más vacaciones acuerdo
17471853,0,"Que intensa última semana, no tengo más paciencia😟",intensa última semana no más paciencia cara_preocupada
10050068,1,Que bien hace salir y reírse con amigas ❤️🙌,bien hacer salir reir él amigas corazón_rojo manos_levantadas_celebrar
16609075,1,Que sensación hermosa cuando tus alumnos mandan las notas de que aprobaron 🙌,sensación hermosa cuando alumnos mandar notas aprobar manos_levantadas_celebrar
18982985,1,"Mi familia haciendo el aguante en la cancha, fue todo❤️",familia hacer aguante canchaber todo corazón_rojo
19175408,0,Me duele absolutamente todo. Y mañana hay que ir a trabajar 😂,me doler absolutamente todo mañana ir trabajar cara_llorando_de_risa
13218557,1,"Que hermoso finde de deporte, que bien hace al ❤️ y a la mente🙇‍♀️",hermoso findir deporte bien hacer corazón_rojo mente mujer_haciendo_una_reverencia
13217592,0,Que día de mierda el de hoy!,día mierdar hoy
16818746,1,"Que bien hace al ❤️, juntarse y hablar con amigas!!",bien hacer corazón_rojo juntar él hablar amigas
18231017,1,Todo lo que está bien https://pbs.twimg.com/media/FNCBh9JXEAgDVHi?format=jpg&name=medium,todo lo bien
12636917,1,Modo vacaciones ACTIVO🙌🛣️❤️,modo vacaciones activo manos_levantadas_celebrar autopista corazón_rojo
19684801,1,"Mi hermana estaba en la fiesta de la cerveza y me mandaba videos de la bristol, entendió todo❤️",hermana estar fiesta cerveza me mandar videos bristol entender todo corazón_rojo
15706833,1,Hermosa noche para no entrenar y tomarse una birrita,hermosa noche no entrenar tomar él birrita
10717249,1,Que vueltera que esta la lluvia.,vueltera lluvia
10100920,1,Linda noche para estar en la arena con buena compañía!!,linda noche arena buena compañía
14195308,1,"Que hermoso atardecer, en la ruta y escuchando las pasti😍❤️",hermoso atardecer ruta escuchar pasti cara_sonriendo_con_ojos_de_corazón corazón_rojo
19419113,0,"Que terrible mañana escolar, me dieron ganas de que sea diciembre 😬😥",terrible mañana escolar me dar ganas diciembre cara_haciendo_una_mueca cara_triste_pero_aliviada
10158210,1,Empezó la mejor época del año🙌🥰,empezar mejor época año manos_levantadas_celebrar cara_sonriendo_con_corazones
19573173,1,Los regalos que me dio mi alumno😍😍😍😍😍,regalos me dar alumno cara_sonriendo_con_ojos_de_corazón cara_sonriendo_con_ojos_de_corazón cara_sonriendo_con_ojos_de_corazón cara_sonriendo_con_ojos_de_corazón cara_sonriendo_con_ojos_de_corazón
12391842,1,"Arranca septiembre,  sin dudas mi mes favorito💪🤗",arrancar septiembre dudar mes favorito bíceps_flexionado cara_con_manos_abrazar
16342843,1,Me encantó este fin de semana💆🏽‍♀️💖,me encantar este fin semana mujer_recibiendo_masaje_tono_de_piel_medio corazón_brillante
14466408,1,Que lindooo viernes!!!,lindooo viernes
16402922,1,Que lindo esta para las birras😏😏,lindo birras cara_sonriendo_con_superioridad cara_sonriendo_con_superioridad
18850679,1,Que bien la pasas cuando la gente te hace bien❤️,bien pasas cuando gente te hacer bien corazón_rojo
14721813,0,No hay palabras !! Una profunda tristeza y mucha rábia. 💔😭😭😭,no palabras profunda tristeza mucha rábia corazón_roto cara_llorando_fuerte cara_llorando_fuerte cara_llorando_fuerte
18146125,0,Es un dolor inmenso!!😭😭😭😭😭😭😭,dolor inmenso cara_llorando_fuerte cara_llorando_fuerte cara_llorando_fuerte cara_llorando_fuerte cara_llorando_fuerte cara_llorando_fuerte cara_llorando_fuerte
16798391,0,te odio infiel,te odio infiel
16139254,0,Al Infiel no le queremos ni siquiera como vasallo.,infiel no querer siquiera como vasallo
13447000,0,Una persona infiel nunca cambiará,persona infiel nunca cambiar
12571880,0,mientras mi novio me es infiel yo cocino arroz con leche,mientras novio me infiel cocino arroz leche
11196632,0,Es un dolor inmenso!!😭😭😭😭😭😭😭,dolor inmenso cara_llorando_fuerte cara_llorando_fuerte cara_llorando_fuerte cara_llorando_fuerte cara_llorando_fuerte cara_llorando_fuerte cara_llorando_fuerte
15324276,1,Te amo Carlos. Feliz cumpleaños,te amar carlos feliz cumpleaños
10003481,1,Que suerte tuvimos de poderlo disfrutarlo,suerte poder él disfrutar él
11246618,1,Te amo sanguche de salame y queso https://pbs.twimg.com/media/GkL1BS8W0AEdtH5?format=png&name=small,te amar sanguche salame queso
12041029,1,Que fruta noble el apretado de salame y queso 👏🏼 https://x.com/i/status/1892619525322854823,fruta noble apretado salame queso manos_aplaudiendo_tono_de_piel_claro_medio
12862763,1,Pero mira lo que es esa belleza,mirar lo belleza
10413192,1,como lo quiero a la cabra,como lo querer cabrar
15993919,1,Nunca dudes del poder sanador de una cerveza bien fría!!!!🍺🍺 ,nunca dudser poder sanador cervezar bien fría jarra_de_cerveza jarra_de_cerveza
12970472,1,Me gusta la cerveza fría y tú cuando te ríes.,me gustar cerveza fría cuando te reír
18832806,1,"La cerveza, el rock y tu boca. No hay nada que importe más.",cerveza rock boca no nada importe más
10285775,1,QUIERO A TODOS LOS EMPRENDIMIENTOS ARGENTINOS HACIENDO ESTA REMERA YA MISMO,querer emprendimientos argentinos hacer remera mismo
11587445,0,"Atrápame si puedes: Alan Velasco, un joven estafador se hace pasar por futbolista",atrápame si poder alar velasco joven estafador hacer pasar futbolista
18493240,0,"No sé decidían si hacerlo quedar como un estafador o como un boludo, así que eligieron estafador boludo.",no saber decidir si hacer él quedar como estafador como boludo así elegir estafador boludo
18725824,0,Que sera peor? Ser zurdo o ser un estafador hijo de puta?,sera peor ser zurdo ser estafador hijo puta
17469857,0,la tristeza de los domingos,tristeza domingos
18402225,0,bañarse llorando es otro nivel de tristeza,bañar él llorar nivel tristeza
10956305,0,"Cuídense porque el cuerpo te cobra factura por los nervios, la tristeza, el estrés, la preocupación, por todo.",cuídense porque cuerpo te cobrar factura nervios tristeza estrés preocupación todo
12610174,0,Otra vez más la vida nos demuestra que somos instantes. Q tristeza,vez más vida demostrar instantes q tristeza
19822201,0,todo es dolor y tristeza https://x.com/i/status/1689714974707306497,todo dolor tristeza
13421222,0,Se armó la podrida.,armar podrida
16051969,0,Tristeza total,tristeza total
15092435,0,Todo es tristeza 😢,todo tristeza cara_llorar
15845490,0,La noche de este Lúnes es tristeza y desolación. https://pbs.twimg.com/media/GkCjj7LWQAARErF?format=jpg&name=900x900,noche este lúnes tristeza desolación
10284727,0,Angustia. Bronca. Dolor. Tristeza infinita.,angustiar bronca dolor tristeza infinita
16024847,0,"Esta mezcla de puteria, tristeza, decepción y desesperación, no me la quita nadie.",mezcla puteria tristeza decepción desesperación no me quitar nadie
15720618,0,Ya ni bronca me da. Es todo tristeza. Duele ver así a Boca.,bronca me dar todo tristeza doler ver así boca
15584849,0,"A mí me da tristeza esto, qué se yo, cada uno se entristece como puede, https://pbs.twimg.com/media/Fu2XMbXaEAAcf-N?format=jpg&name=small",me dar tristeza esto cada entristecir como poder
15786302,0,"Todo es tristeza y dolor, TW OFF. https://pbs.twimg.com/media/GUgp57yXAAA85DH?format=jpg&name=small",todo tristeza dolor tw off
14285640,0,"Che sacaron los verificados, que tristeza, que tragedia, que dolor!!!! https://pbs.twimg.com/media/FuL90GiWcAcrvHR?format=jpg&name=900x900",che sacar verificados tristeza tragedia dolor
13236329,0,"Por suerte el 4/11 me sacó toda la capacidad de sentir tristeza, ahora solo estoy enojado y quiero que rueden cabezas.",suerte 411 me sacar toda capacidad sentir tristeza ahora solo estar enojado quiero ruedir cabezas
18837477,0,"Le citan a Achucarro, Mario Grana, Mono Britez, Erwin Ávalos etc. como si fueran campeonatos del mundo 🤣 Que tristeza la historia de ese club",citar achucarro mario grana mono britez erwin ávalos etc como si campeonatos mundo cara_revolviéndose_de_la_risar tristeza historia ese club
14919389,0,Cuanta tristeza. La ilusión que había. Destrozado.,cuantar tristeza ilusión destrozado
16270932,0,Qué tristeza todo. “Nigga” llaman a nuestro presidente. Que degradación total.,tristeza todo nigga llamar presidente degradación total
13942971,0,"Terminé mi serie, todo es tristeza y dolor https://pbs.twimg.com/media/GT69OBBX0AAwcLN?format=jpg&name=900x900",terminé serie todo tristeza dolor
15133165,0,"Qué tristeza este Manchester United por favor, nos convertimos en una sombra del gran equipo que alguna vez fuimos. El momento es terrible",tristeza este manchester united favor convertir sombra gran equipo alguna vez momento terrible
18145229,0,"Hermano, que angustia que bronca que tristeza, van a ser los 15 días más largos de mi vida",hermano angustiar bronca tristeza ir ser quince días más largos vida
17672551,0,"Llueve para hacer más calor, que tristeza",llover hacer más calor tristeza
12265248,0,Ya me quedé sin fideos del negocio y no vuelvo hasta Octubre. Todo es tristeza y dolor 💔,me quedar fideos negocio no volver octubre todo tristeza dolor corazón_roto
16839636,0,Qué puta tristeza los domingos a estas horas caon. Que chingue a su madre la chamba.,puta tristeza domingos horas caon chingue madre chamba
17062320,0,"Tengo una mezcla de nervios, tristeza, orgullo, alegría, esfuerzo, tolerancia, etc",mezclar nervios tristeza orgullo alegría esfuerzo tolerancia etc
11048375,0,"Es una mezcla de tristeza y bronca, pero todo pasa por algo",mezclar tristeza bronca todo pasar algo
17116670,0,ai que tristeza,ai tristeza
12589865,0,"Ni una hamburguesa para comprar en el pueblo loco, la tristeza es total",hamburguesar comprar pueblo loco tristeza total
15054157,0,Depresión Desolación Angustia Tristeza Ansiedad https://x.com/la12tuittera/status/1768472445806145826,depresión desolación angustia tristeza ansiedad
11052643,0,Que tristeza me da ver al chelsea,tristeza me dar ver chelsea
16754847,0,"Todo es tristeza y dolor, hoy no será de la partida, por lesión, que mala suerte, pronta recuperación Vikingo...🇦🇷⚽🛡️💪🏻 https://x.com/Sp_Fiorentina/status/1722537761796919523",todo tristeza dolor hoy no partidar lesión mala suerte pronta recuperación vikinguir bandera_argentina balón_de_fútbol escudo bíceps_flexionado_tono_de_piel_claro
16063009,0,Que tristeza guardar ropa que ya no le queda a mí Justi 😔 está tan grande,tristeza guardar ropa no quedar justi cara_desanimada tan grande
15790921,1,Desde que desactive los controles en los auriculares que no conozco la tristeza.,desactive controles auriculares no conocer tristeza
14795310,0,Que tristeza manejo,tristeza manejo
14548762,0,No puedo explicar la tristeza que siento!!!,no poder explicar tristeza siento
