id,label,tweet
14459310,0,"Suma un quilombo más, total esto no se apaga más"
19522476,0,Pero la re puta madre con esto
18676358,0,Me van a matar de un ataque cardiaco
13672558,0,"Bueno, que hice en otra vida para que pase todo esto"
14188961,0,Bueno ya arrancamos mal!
12748079,0,Totalmente pasado de rosca
16135450,0,Quiero cabecear una bala
18458224,1,Lo contento de que fui a un castillo medieval
12049440,1,Queda muy poco para mis vacaciones por suerte
17780100,0,Es un dolor de ojos esto
16539266,1,Porque conozco esa sonrisa
18992026,0,"Qué onda, no puedo sentirme como el ojete así"
10856098,0,Unos forros la verdad
16835358,0,"Dormí como el orto, si es que dormi"
17494922,0,Estoy hasta las manos
19065472,0,Me preocupa que me estoy sintiendo cada vez más viejo
16171312,0,Que mal me siento
14035316,0,Me apeste fiero
15198964,0,Me quiero matar
11217127,0,Es una vergüenza
19047465,0,Que paja levantarse a esta hora
15069927,0,"Cansado, cansado Estoy"
11495279,0,Me voy a ir al infierno
14971144,0,"Gordo, el tipo es aburrido y ordinario, por eso fracasó"
11114208,0,El fracaso estrepitoso de George Harris
13308414,0,En todo sitio que trabaje este subnormal va al fracaso
17450029,0,Como buen venezolano arribista George Harris culpará a todos de su fracaso y nunca dirá que su rutina de mierda fue la mala.
10307508,1,Tengo ganas de comer un asado de mi papá y tener mucha mayonesa de apio
16290191,1,Ayer comí asado al mediodía y fideos caseros a la noche. Que momento para estar vivo!
18065780,1,"Asado, Don Diego y Diego Maradona. El que pueda cómase un asado con su viejo. Son momentos que perduran para toda la vida. #DiegoEterno #ElDiezPerfecto https://x.com/i/status/1712229059000684833"
15335226,1,Hoy tocó asado. #sábado #Asado https://x.com/i/status/1893459218000224747
16726766,1,Que viva el buen fútbol jaja
19705514,1,"Asado familiar 🤍,https://x.com/Inemangia12/status/1891193627910517038/photo/1"
13803942,1,"Cuando sea millonaria, voy a comprar una franquicia de alguna pollería de barrio. Dios mío santísimo, te amo mucho pollo asado. 🤩🤍 https://pbs.twimg.com/media/GkCwXDPWsAAQYKp?format=jpg&name=900x900"
12718744,1,"Pollo asado y birra, apuesta segura. Patrimonio de la humanidad.https://pbs.twimg.com/media/GkJ3I4GW8AA6Lrj?format=jpg&name=small https://pbs.twimg.com/media/GkJ3I37W4AEqNvm?format=jpg&name=small"
13989519,0,"Te extraño mucho, Diego."
11545997,0,Yo también lo extraño mucho al Diego 🥺🥺🥺
14575809,1,que lindo esto! jajaja
18057661,0,la vida es una mierda
17998334,0,Te extraño todos los días de mi vida Diego querido 😪❤️
15669350,0,"Me destruye, te extraño Diego"
13892038,1,El Diego es lo más grande que hay.
10512527,1,Es lo más grande que tenemos
11544306,1,Golazo de Messi a la derecha https://x.com/i/status/1892405512907407646
15758093,1,Hoy hay asado con los pibes https://pbs.twimg.com/media/FsaGD5MWAAgn8zP?format=jpg&name=900x900
11500082,1,Hermoso día para hacer un asado. https://pbs.twimg.com/media/Gj6MFAdXUAALs73?format=jpg&name=large 
19474614,1,Segundo Turno ✅ Truco y Asado 🔛 https://pbs.twimg.com/media/Gg-JKj-XoAA8nCX?format=jpg&name=4096x4096
11120375,1,La última foto es hermosa
18280887,1,"Se nota que fue un día de felicidad muchacho, llegan refuerzos"
11513038,1,Viernes de asado 🧑🏻‍🍳😁
18668958,1,El asado de la tercera ⭐️⭐️⭐️
10388062,1,Asado con mi hermano y un montón de argentos en Weston https://pbs.twimg.com/media/Gj9cNN_XIAA0yfU?format=jpg&name=medium
13469928,0,Que falta de respeto y soberbio es el humorista #Vina2025 https://x.com/i/status/1893862713614303545
14800385,0,Qué malo es Janson
16418946,0,"Che, se tienen que ir todos"
16359364,0,Qué tristeza
14060314,0,pedir POR FAVOR dejar de sentirse mal es el verdadero dolor
12029277,0,Dolor como le soltaron la mano a beno. https://x.com/i/status/1893351005976137975
19445299,0,Cuánto dolor nos han hecho aquellos males que nunca han ocurrido.
17811365,0,El dolor es total 💔😭 https://pbs.twimg.com/media/GSfx7XHXQAAM3SD?format=jpg&name=medium
18622441,0,No hay palabras para expresar tanto dolor https://x.com/i/status/1892921458034188448
18595710,0,Los mal vivientes de esta red siempre con un dolor
16720573,0,lloro vidrio para desencristalizar el dolor
11288671,0,Se puede sentir su dolor https://pbs.twimg.com/media/Gkj8E2IWUAA4NgA?format=jpg&name=large
14695819,0,Este frio parece recordar el dolor de Jerusalem por sus hijos caídos y asesinados.
12453629,0,Taller de mierda dolor de cabeza es lo único que dan las máquinas
15286620,0,"Hoy me desperté sin mi novio, todo es tristeza y dolor😭"
18871965,0,"Que dolor de cuerpo lpm, necesito unos masajes"
11194132,0,Que dolor de espalda dios
13395185,0,Y este dolor de cabeza?
19299811,0,"Quiero arrancarme los ovarios, no puedo mas del dolor"
18407557,0,"Pasó otro 24 y sigo bloqueado por anto, todo es tristeza y dolor"
15460832,0,Que ardor y dolor PTM 🥲
17070943,0,Estoy con un dolor de cabeza que ni abrir los ojos quiero.
19908697,0,Ando un dolor de estómago brutal hermano siento que la voy a palmar 😭
12216831,0,m tengo q drogar para no sentir dolor
17958414,0,esto de despertar con dolor de espalda todos los días no me gusta.
13948471,0,No tiene nombre este dolor de cabeza 🫠 
11726243,1,Que hermoso despertar y que este fresquitoooo 🤩
12952714,0,No es normal este dolor😭
10996132,0,llanto tristeza agonia sufrimiento dolor pena angustia tortura
13125748,0,"si no me pasa este dolor, voy a ir a emergencia no aguanto mas"
12911508,1,Pues como tengas ahora un perro o un gato te vas a reír…
14068509,1,"vine a un asado de la familia de mí novia e hice reír a toda la mesa dos veces, incluido a mí suegro"
13058598,1,reír con mi mamá es tan ❤‍🩹❤‍🩹❤‍🩹
11938833,1,"Yo amo tanto a mi mami, soy muy feliz ❤️‍🩹"
18436350,1,Este vídeo es todo lo que está bien en el baby futbol https://x.com/i/status/1893664026829209895
15540240,0,No seas crota mabel
14853276,1,Que sea una buena semana ❤️‍🩹
19565602,0,Cuando se termina toda esta mierda? Cansaaaaada de todo
19763716,1,"Que hermoso clima, no toquen nada😍🙏"
17949623,1,Febrero con cosas positivas 🫶
18875839,1,Amo amo este clima fresco 😍
12296211,0,No espero nada pero igual se las ingenia para decepcionarme
19343717,1,Gracias por tanto Universo 🙌💝
19815516,1,Que sea una buena semana 🙌💫
14192236,1,Que sea una buena semana 🙌🍀🤞
19551434,1,Agosto veni con plata y muchas cosas bonitas 🌸🪷🌺💐🌼🌝🌈✨🔆🪐💘💌
10247059,1,"𝑇𝑒 𝑒𝑠𝑝𝑒𝑟𝑎𝑛 𝑡𝑎𝑛𝑡𝑎𝑠 𝑐𝑜𝑠𝑎𝑠 𝑏𝑢𝑒𝑛𝑎𝑠, 𝑛𝑜 𝑡𝑒 𝑟𝑖𝑛𝑑𝑎𝑠✨❤️‍🩹"
16944337,1,Que son estas ganas de Tomarme un Vinito 🫠
17923390,1,La casa está Limpia y en Orden  💆
16343442,0,"ODIO LAS MENTIRAS, odio que me oculten cosas, odio sospechar y terminar acertando"
19179464,1,Un rato de playa y amigos para ser feliz 🤍
15312755,1,Las amigas te reinician 💆🏾‍♀️💕
13811079,1,los amigos te sanan la vida de una forma que ni se imaginan 🧡
10831052,0,Estoy tan cansada. Y recién es martes
10654878,1,Tomando fernecito con amigas por?
13093147,0,Que dolor pagar el alquiler😭
10833362,1,Que curita son mis amigos!!
12842583,1,Cuanto amor recibi hoy!! Que hermoso día 💫❤️
14348940,0,"Duele tanto, pero por algo pasan las cosas 🙌"
16450887,0,"Todavía no caigo, que noticia triste 😔"
19700299,1,amo el plan comer y mirar la serie
17974388,1,Que hermoso finde🙌❤️
15933346,1,Cuanto me enseño y me demostró noviembre del '23🫶🙇🏼‍♀️
15962731,0,"A todos nos costo este lunes, no?"
11822756,1,Mi viejo y su costumbre de salvarme siempre❤️
17636743,1,"Solcito, hamaca, un vasito de fernet y el asado en familia! Que afortunada soy ❤️"
17034597,1,Me hice una compra de seño y soy muy feliz! Vale la pena trabajar 10hs por día 🙌
12678965,1,Que hermosa sensación la de tener entradas y pasajes para ir a un recital 🙌🤘❤️ 
17863538,1,Oficialmente de vacaciones!!!! 🙌💃
18478633,1,El solcito y los mates en el campo 🌸
11927356,0,"Que frustrante son los concursos docentes, me veo cada vez más lejos 😪😪"
17689759,0,La sal que venimos teniendo es increíble😦🤦
12517926,0,Que dolor ver mi hondita así😪😪😪
19402744,1,Como amo estar todo el día en el río ❤️
14615471,0,"Pésimo jueves, porque me suspendieron el recital que más esperaba 🥲🥲"
17026463,1,"La salida de anoche con mis hermanos, me la guardo como una de las mejores😅"
18137645,1,"Que hermoso finde, no le faltó nada y fui muy muy feliz❤️"
16718314,1,"Los pibes te curan el alma, no importa que tan rota estés!"
16020728,1,la noche se presta para birra y mucha charla con buena compañía
19908935,0,Me cae mal la gente que no es clara con lo que siente.
12919976,1,"Mis viejos cumplen 45 años de casados, se siguen amando, cuidando y defendiendo su familia ante todo❤️"
16079450,1,"Una semana más de vacaciones, estamos todos de acuerdo?"
14902437,0,"Que intensa última semana, no tengo más paciencia😟"
11870804,1,Que bien hace salir y reírse con amigas ❤️🙌
16007959,1,Que sensación hermosa cuando tus alumnos mandan las notas de que aprobaron 🙌
10667932,1,"Mi familia haciendo el aguante en la cancha, fue todo❤️"
19423992,0,Me duele absolutamente todo. Y mañana hay que ir a trabajar 😂
12046166,1,"Que hermoso finde de deporte, que bien hace al ❤️ y a la mente🙇‍♀️"
19522894,0,Que día de mierda el de hoy!
15709033,1,"Que bien hace al ❤️, juntarse y hablar con amigas!!"
10659054,1,Todo lo que está bien https://pbs.twimg.com/media/FNCBh9JXEAgDVHi?format=jpg&name=medium
10728230,1,Modo vacaciones ACTIVO🙌🛣️❤️
19430025,1,"Mi hermana estaba en la fiesta de la cerveza y me mandaba videos de la bristol, entendió todo❤️"
11531187,1,Hermosa noche para no entrenar y tomarse una birrita
10511732,1,Que vueltera que esta la lluvia.
11623589,1,Linda noche para estar en la arena con buena compañía!!
13411663,1,"Que hermoso atardecer, en la ruta y escuchando las pasti😍❤️"
15785989,0,"Que terrible mañana escolar, me dieron ganas de que sea diciembre 😬😥"
16796010,1,Empezó la mejor época del año🙌🥰
10725781,1,Los regalos que me dio mi alumno😍😍😍😍😍
12206457,1,"Arranca septiembre,  sin dudas mi mes favorito💪🤗"
18748030,1,Me encantó este fin de semana💆🏽‍♀️💖
16854958,1,Que lindooo viernes!!!
14197758,1,Que lindo esta para las birras😏😏
14057441,1,Que bien la pasas cuando la gente te hace bien❤️
11055266,0,No hay palabras !! Una profunda tristeza y mucha rábia. 💔😭😭😭
10439763,0,Es un dolor inmenso!!😭😭😭😭😭😭😭
11976002,0,te odio infiel
17041022,0,Al Infiel no le queremos ni siquiera como vasallo.
13739720,0,Una persona infiel nunca cambiará
15377864,0,mientras mi novio me es infiel yo cocino arroz con leche
17666624,0,Es un dolor inmenso!!😭😭😭😭😭😭😭
17638180,1,Te amo Carlos. Feliz cumpleaños
10922189,1,Que suerte tuvimos de poderlo disfrutarlo
17014045,1,Te amo sanguche de salame y queso https://pbs.twimg.com/media/GkL1BS8W0AEdtH5?format=png&name=small
10690308,1,Que fruta noble el apretado de salame y queso 👏🏼 https://x.com/i/status/1892619525322854823
15494510,1,Pero mira lo que es esa belleza
19050042,1,como lo quiero a la cabra
19571664,1,Nunca dudes del poder sanador de una cerveza bien fría!!!!🍺🍺 
11237739,1,Me gusta la cerveza fría y tú cuando te ríes.
19802056,1,"La cerveza, el rock y tu boca. No hay nada que importe más."
16076789,1,QUIERO A TODOS LOS EMPRENDIMIENTOS ARGENTINOS HACIENDO ESTA REMERA YA MISMO
12215705,0,"Atrápame si puedes: Alan Velasco, un joven estafador se hace pasar por futbolista"
13318436,0,"No sé decidían si hacerlo quedar como un estafador o como un boludo, así que eligieron estafador boludo."
14265818,0,Que sera peor? Ser zurdo o ser un estafador hijo de puta?
15158937,0,la tristeza de los domingos
18960560,0,bañarse llorando es otro nivel de tristeza
11697122,0,"Cuídense porque el cuerpo te cobra factura por los nervios, la tristeza, el estrés, la preocupación, por todo."
19800746,0,Otra vez más la vida nos demuestra que somos instantes. Q tristeza
12698546,0,todo es dolor y tristeza https://x.com/i/status/1689714974707306497
17597643,0,Se armó la podrida.
14350665,0,Tristeza total
18930286,0,Todo es tristeza 😢
16753280,0,La noche de este Lúnes es tristeza y desolación. https://pbs.twimg.com/media/GkCjj7LWQAARErF?format=jpg&name=900x900
18060714,0,Angustia. Bronca. Dolor. Tristeza infinita.
19316914,0,"Esta mezcla de puteria, tristeza, decepción y desesperación, no me la quita nadie."
12923808,0,Ya ni bronca me da. Es todo tristeza. Duele ver así a Boca.
14201261,0,"A mí me da tristeza esto, qué se yo, cada uno se entristece como puede, https://pbs.twimg.com/media/Fu2XMbXaEAAcf-N?format=jpg&name=small"
13264310,0,"Todo es tristeza y dolor, TW OFF. https://pbs.twimg.com/media/GUgp57yXAAA85DH?format=jpg&name=small"
10097081,0,"Che sacaron los verificados, que tristeza, que tragedia, que dolor!!!! https://pbs.twimg.com/media/FuL90GiWcAcrvHR?format=jpg&name=900x900"
14277851,0,"Por suerte el 4/11 me sacó toda la capacidad de sentir tristeza, ahora solo estoy enojado y quiero que rueden cabezas."
17684951,0,"Le citan a Achucarro, Mario Grana, Mono Britez, Erwin Ávalos etc. como si fueran campeonatos del mundo 🤣 Que tristeza la historia de ese club"
16935584,0,Cuanta tristeza. La ilusión que había. Destrozado.
14895557,0,Qué tristeza todo. “Nigga” llaman a nuestro presidente. Que degradación total.
14911345,0,"Terminé mi serie, todo es tristeza y dolor https://pbs.twimg.com/media/GT69OBBX0AAwcLN?format=jpg&name=900x900"
11835741,0,"Qué tristeza este Manchester United por favor, nos convertimos en una sombra del gran equipo que alguna vez fuimos. El momento es terrible"
18022776,0,"Hermano, que angustia que bronca que tristeza, van a ser los 15 días más largos de mi vida"
17053531,0,"Llueve para hacer más calor, que tristeza"
13392778,0,Ya me quedé sin fideos del negocio y no vuelvo hasta Octubre. Todo es tristeza y dolor 💔
14580532,0,Qué puta tristeza los domingos a estas horas caon. Que chingue a su madre la chamba.
15101883,0,"Tengo una mezcla de nervios, tristeza, orgullo, alegría, esfuerzo, tolerancia, etc"
16882540,0,"Es una mezcla de tristeza y bronca, pero todo pasa por algo"
17067914,0,ai que tristeza
10431842,0,"Ni una hamburguesa para comprar en el pueblo loco, la tristeza es total"
13688965,0,Depresión Desolación Angustia Tristeza Ansiedad https://x.com/la12tuittera/status/1768472445806145826
14806822,0,Que tristeza me da ver al chelsea
12752323,0,"Todo es tristeza y dolor, hoy no será de la partida, por lesión, que mala suerte, pronta recuperación Vikingo...🇦🇷⚽🛡️💪🏻 https://x.com/Sp_Fiorentina/status/1722537761796919523"
17433112,0,Que tristeza guardar ropa que ya no le queda a mí Justi 😔 está tan grande
18172495,1,Desde que desactive los controles en los auriculares que no conozco la tristeza.
17849872,0,Que tristeza manejo
17879860,0,No puedo explicar la tristeza que siento!!!
17035305,0,Dios siento una tristeza enorme
11926567,0,Q es esta tristeza que me desborda el corazón?😞
10963236,0,que tristeza dormir sola una noche como hoy
16691040,0,"tristeza y dolor, se me rompió la bolsita de agua caliente"
10096418,0,sólo river me hace sufrir así
19353780,0,"hay días que quiero dejar todo a la mierda y nose, ponerme un kiosco ajajaj"
17038543,1,"aprobé un final, quien pa la birra?"
19126234,1,te amo persona q se acuerda de detalles insignificantes q le conté
11737461,1,pero que hermoso díaaaa
12788937,1,viernes otra vez 🍺
16857446,0,"que ganas de llorar es muy temprano para conectar todas las neuronas, me olvide el mate 😭"
16061990,0,"De las sies de la tarde tengo fiebre, la vida me odia si"
15669451,0,lloro por perderme la delio 😭
14724385,1,hoy sí fue un día feliz
16351410,0,una lloradita y a seguir
18001369,0,que manera de extrañar a mis amigos locoooo
15432531,1,sólo necesito una torta frita para ser feliz
19778868,1,"se viene otro finde de primos, soy feliz y ya tengo sed"
19304014,0,harta de vivir enferma 🥲
10435772,1,como me encanta que sea mi cumpleañossss
18914443,0,ya estoy enferma ven que esto con el calor no pasabaaaa
13109502,0,ya me duele la garganta ODIO el fríoooo
19649513,0,DETESTO NO PODER RESOLVER SOLA Y NECESITAR DE OTRO!!! DETESTOOOOO
10079414,1,"me cae bien la gente q se fija en las nubes,las estrellas,la luna y el atardecer"
13340443,0,"Dicen que hablas mal de mi, pero no hablaste conmigo..."
13513731,1,Amo que bizarrap sea como el living de Susana donde van a contar sus quilombos.
10494390,0,la sensación de contar algo y después decir “para qué lo dije???” es horrible
19195777,1,que ganas de frutillas con cremaa
17476237,0,"Lo peor de que te lastimen, es que nunca mas podes volver a ser vos al 100%"
14435614,0,Creo que cuando le agarras asco a una persona no hay vuelta atrás.
16272993,0,"Hace como 2 meses que me siento mal todos los días, si no es la cabeza es el pecho, si no me enfermo, sino me cago parada. Loco aguanta la cabeza arranquenmela por el amor de Dios estoy harta de mí."
13922506,0,"la sensación de ""creo q sobro aqui"" es tan triste"
12709816,1,que hermosa noche para salir a caminar o tirarse a mirar las estrellas y charlar
12813713,0,Que triste pasar de hablar todo el tiempo con alguien a ni saber cómo está.
17666956,1,Me encanta la vida cuando estoy con mis amigas.
12299659,0,"Sabes que??? El karma nena, sufre hija de re mil puta."
19217316,0,que cortante me pongo cuando me molesta algo
16042746,1,"que lindas esas personas que te dicen ""no quieres que hagamos algo para que te despejes?"" literal se ganan el cielo."
15954238,0,harto de no despertar en Cancún.
15629906,1,Que hermoso suenan esos truenos
13181703,1,El amor incondicional de mis amigas ❤️‍🩹
15798117,1,"Me re contra saco el sombrero por mi mamá, que mujer increíble"
18325962,0,Que bronca
18823599,0,"Entre que estoy re cansada , y además lloro por todo ya estoy llorando."
18743123,1,"Me encantan estos días primaverales, me ponen de muy buen humor!!!!"
19967544,0,Estornudo y se me sale hasta el útero. HARTAAAAAA DE MENSTRUAR
11393217,0,Las ganas que tengo de irme a la mierda no tienen sentido.
14001462,0,No les pasa que hay días que quieren llorar por llorar nomás? Onda limpiarse por dentro no sé.
15718461,1,"Estoy muy feliz porque Kami, Roma y el Moneda están Mar del Plata siendo muy felices."
17703191,1,"Que noche más birreable, vineable y todo lo que pueda terminar con able"
17675093,0,Toy mirando historias pa q el tatuaje duela menos pero me está matando
18268848,1,"Existe acaso algo más hermoso que, sentir a ésta hora, el ruidito de la lluvia sobre el techo?"
10548358,1,"Fua loco, eso hay locos lindos. No me alcanza la vidaaaaaaaaaa asfafasdg"
19411530,0,Q bronca me da mearme cuando ya estoy acostada y calentita
15397984,0,Q ganas de rajarme un tiro
13278690,1,Q manera de reírme siempre de estupideces con el Yuel
15924105,0,O sea lloro con la voz argentina. yo no tengo más gollete
12156239,0,todo mal hoy
11942081,1,Esta escena de División Palermo siempre me hace reír https://x.com/i/status/1895224799485649292
16221089,0,Año de elecciones = el traidor de Randazzo aparece carancheando. Qué tipo nefasto!
14959281,0,pero amigo que re poronga flybondi esto me pasa por raton
14158802,0,como vas a viajar con flybondi amigo sos una rata (no me llega ni para el micro)
18311025,0,Me rompe el alma. Axel Kicillof es lo peor que le pasó a la Provincia de Buenos Aires. Necesitamos a Santilli https://x.com/i/status/1895126681867952408
17196168,0,La presidencia de Riquelme arrancó en 2024. Estamos en 2025 y ya va a haber contratado a 3 entrenadores. Inviable todo.
11325493,0,"Juan Roman Riquelme convirtió a Boca en un equipo mediocre, la unica lectura que se puede hacer"
12914343,0,#RenunciaKicillof basta de inseguridad
17771396,0,Ya ni en el mar te salvas de que te apuñalen para robarte el celular Cada vez peor la inseguridad https://x.com/i/status/1895282550593200467
16718857,0,"La triste realidad de la inseguridad en Argentina 🚨 Salvador Baratta, ex subjefe de la policía bonaerense nos explica cómo es ocupar ese cargo 👈🏻 https://x.com/i/status/1889450529194979588"
12570813,0,"La corrupción policial y la justicia, entre los responsables."
18220567,0,LA CORRUPCIÓN MATA SE CUMPLEN 13 AÑOS DE LA TRAGEDIA DE ONCE
10117341,0,Marley: Porque informan que fue denunciado por corrupción de menores
12671781,0,"El de pelo azul le hizo más daño a latinoamérica que el hambre y la corrupción, pedazo de hijo de puta"
10395396,0,GRAVE ‼️ (CAMARA OCULTA) PREPOTENCIA Y CORRUPCION. ESTO PASO EN LOMAS DE ZAMORA 👇🏻
11069048,0,"🚨 CORRUPCIÓN en la PROVINCIA  🔥Imputaron a Jorge D’Onofrio, ministro de transporte de Axel Kicillof, por lavado de dinero."
10062374,0,Qué decepción como se normalizó la corrupción en Colombia. Da mucha tristeza. Por eso los gobernantes nos roban y roban y NO PASA NADA 🥺
13563112,0,Ahora no puedes grabar los abusos y corrupción de IMPUESTOS https://pbs.twimg.com/media/GkUbfcCWUAACEEu?format=jpg&name=900x900
13212790,0,Que asco viajar en bondi un olor a pobreza https://pbs.twimg.com/media/F2daiA_W4AAEz4V?format=jpg&name=medium
15906471,0,Y si te subiste vos debe haber una baranda a pobreza
14424232,0,Esta es la imagen que más se repite del 95% de los pueblitos del interior.  Es todo de una pobreza y abandono para pegarse un corchazo a día 2 de mudarse ahí.
11004603,0,Presidentes argentinos que no cortaron con la guita a los gerentes de la pobreza https://pbs.twimg.com/media/GfFOgg1bsAAmTDL?format=jpg&name=360x360 https://pbs.twimg.com/media/GfFOgg1awAA243J?format=jpg&name=360x360
12598465,0,La policía de corea del norte odia cuando sacas este tipo de fotos sobre la pobreza https://pbs.twimg.com/media/GkeR_iLXIAAYJs_?format=png&name=small
13683193,0,"Pintar o decorar llantas de auto, es una de las mayores odas y apologías a la pobreza, al tercermundismo y al subdesarrollo.  Desagrado absoluto. Precariedad total."
19671717,0,Que pobreza Boca!! LPMQLP
15758853,0,Lo de boca fué pauperrimo
14083234,1,Jajjaa me gusta la sinceridad
18389686,0,Pobreza es no poder comprar medicamentos en tu gobierno edu
17006943,0,Un solo dolor de ojos !
18762754,0,SE TERMINÓ LA IMPUNIDAD DE LOS GERENTES DE LA POBREZA
10622267,1,Un gran día ❤️ https://pbs.twimg.com/media/Gk-5PLgWIAAHC6-?format=jpg&name=large 
18673850,1,El día de hoy el gran Justin Bieber está cumpliendo 31 años. https://pbs.twimg.com/media/Gk-hBitXsAAHDRb?format=jpg&name=small 
18252907,1,Mañana es un gran dia.
11683811,1,"Vamos Franco, demostra que podes llevar ese tractor azul hasta el final de la carrera."
16480405,1,"A disfrutar Franco!!! Con tu talento, trabajo y esfuerzo, de a poco, todo se te dará….👍💪🇦🇷"
18886767,1,Pasó otro gran día en La Munipa. Gracias a todos por acompañar.
13638003,1,Este si mantiene nivel y gana una champions se hace idolo.
17876341,1,lindo gol del colorado
18589432,0,No escuchan a la gente. Hartazgo por la inseguridad  https://pbs.twimg.com/media/Gkvs5FCXUAAkHzP?format=jpg&name=large
17096127,0,Pablo Giralt sentencia amarilla. No existe un relator más nefasto.
11335972,0,si totalmente . Relator  @giraltpablo @JPVarsky nefastos mercenarios hdp !! 😠
11766197,0,entre giralt y varsky no sabes a quien tenes mas ganar de putear
12005127,0,Sos un tereso gallina ensobrado
19344058,0,Mi yo de siete años está destrozado. John Cena se volvió malo. https://x.com/i/status/1896042337782153431
15582541,0,John Cena nos traicionó https://pbs.twimg.com/media/GlAvxqeWoAAQmMz?format=jpg&name=large
13816532,0,Estoy devastado
10686097,0,no te quiero cruzar nunca más en mi vida porque me muero del asco que me das
17170098,0,Das asco Varsky
13696643,0,solo con verte me das asco
18597701,0,"que asco me das,sos un gil"
15527345,0,"q asco me das, no mereces nada, mierda en persona sos"
12279282,0,"Das pena o asco, no sé cómo se llama…"
15246276,0,Q groncha porfavor me das asco mujer
11546218,0,Milei das asco y vergüenzaaaaaaa
11718039,0,Manes das asco zurdo Kirchnerista radicheta delincuente traidor a la patria
15858225,0,"No quiero que te me acerques nunca más, me das asco!"
12970404,0,A tu casa boliviano de mierda culo roto negro villero das ASCO boliviano olor a cloaca
17164378,0,Le di hasta lo q no tenia y termino siendo una basura conmigo
14634732,0,Que feo ser tan basura con la persona q estuvo siempre para vos
19216975,0,La peor basura yo https://pbs.twimg.com/media/GkmXRtZXUAAV5RL?format=jpg&name=small
15491435,0,"JANSON BASURA HUMANA, INSERVIBLE, IDIOTA, DECEREBRADO"
11499923,0,"Nos vemos en octavos, basura https://pbs.twimg.com/media/GTTR-Q7XoAEu-cv?format=jpg&name=medium"
11195361,0,lema con pelo lo odio
18382388,0,Esta basura el el orígen de todos los problemas de mi vida
13713736,0,Este hijo de puta nació para molestar a boca
17415292,0,"Otra vez este LPM, es la luz mala"
15786059,0,Estamos tan meados
14741566,0,Lo odio a este hdp https://pbs.twimg.com/media/GTUulAZWYAAUE3S?format=jpg&name=small
11900169,0,"Esta persona arruinó mi infancia, lo odio con mi vida"
11407017,0,"Tremenda basura, no es digno de portar ese jersey este sin vergüenza. #GallosBlancos https://pbs.twimg.com/media/GhDJFzVXgAAL9mv?format=jpg&name=large"
16660365,0,"🔴VIVEN ENTRE LA BASURA EN MERLO, PBA 🗑️Inseguridad y Mugre https://x.com/i/status/1879601928713507238"
16066912,0,"Gago es un terrorista, otro año más que tiramos a la basura pero está vez con un buen plantel."
10949703,0,"Ni le da para terriorista a ese tibio de mierda, el cagon mas grande de la hsitoria de Boca, es la nada misma ese boludo"
12677316,0,Creo es un ignorante
18028686,0,Es un DT boludo y caprichosamente pelotudo.Fin.
10400710,0,Año tirado a la basura. Otro más en la cuenta. Sin palabras.
12765629,0,Vargas Lleras es una basura inmunda.
10269682,0,"Cínico, ladrón, falso, y todo lo de más este está 🐀🐀🐀"
17300319,0,"Del Cerro Grande estuvo a un pelo, pero no lo consiguio, que lo llore, basura."
10920242,0,Un manipulador profesional
12375941,0,"Todo vuelve, basura humana."
13642435,1,buen dia hay asado
