label,id,tweet,url
1,1857073308992151914,El tanque era maquinaaaa. El Boca del Coco volaba!!,https://x.com/Ange10lipe/status/1857073308992151914
1,1857031354514280497,Uno de los jugadores más rápidos que vi en mi vida.,https://x.com/rolipaolone/status/1857031354514280497
1,1855316869281910958,que ganas de unos matecitos,https://x.com/SBonato96/status/1855316869281910
0,1854606828358815886,hacen cagada y uno tiene que dar la cara,https://x.com/SBonato96/status/1854606828358815886
1,1854289506716758316,VAMOOO BOKEEEEEEEEE,https://x.com/SBonato96/status/1854289506716758316
1,1834047125237162042,tremenda data esta eh. muy buena. El Toro siempre adentro,https://x.com/Edu__Ciarrocchi/status/1834047125237162042
1,1834023127778529488,Esto es cine totalmente,https://x.com/Tom2056/status/1834023127778529488
0,1833944389904679254,pero esto fue terrible🙏,https://x.com/navneetpandey28/status/1833944389904679254
1,1833988087279423497,El verdadero cine,https://x.com/porfalopero/status/1833988087279423497
1,1833658668266442928,Uno de mis grandes ídolos de la infancia. Te quiero mucho Rodri.,https://x.com/tomasnicola_/status/1833658668266442928
1,1833909211530416644,El idolo de los pibes.,https://x.com/ArAramayo/status/1833909211530416644
1,1833847925111173283,Ídolo y crack !!!!!,https://x.com/Matias_Zuria/status/1833847925111173283
1,1833720161146171454,recontra crack,https://x.com/Sangre_AKD/status/1833720161146171454
1,1833675123393450228,Ídolo total.,https://x.com/juanma_bj_/status/1833675123393450228
1,1833922750463050244,Que crack fue con nosotros 🥲,https://x.com/maxiyapura98/status/1833922750463050244
1,1833654628719669662,lo más grande que hay Rodrigo,https://x.com/Vhillton16/status/1833654628719669662
1,1893899971063091209,"El mejor de todos, pero por mucho. https://pbs.twimg.com/media/Gkh7_MDWsAAQoIj?format=jpg&name=900x900",https://x.com/ElViejoPelon27/status/1893899971063091209
0,1889852305803190436,"Lo tendrían que fletar, carnicero le dicen",https://x.com/KevinParoisse/status/1889852305803190436
0,1888455658279768285,"Suma un quilombo más, total esto no se apaga más",https://x.com/KevinParoisse/status/1888455658279768285
0,1887584639662850277,"Pero la re puta madre con esto",https://x.com/KevinParoisse/status/1887584639662850277
0,1884217675003641989,Me van a matar de un ataque cardiaco,https://x.com/KevinParoisse/status/1884217675003641989
0,1881680921616842949,"Bueno, que hice en otra vida para que pase todo esto", https://x.com/KevinParoisse/status/1881680921616842949
0,1869688398111531476,Bueno ya arrancamos mal!,https://x.com/KevinParoisse/status/1869688398111531476
0,1868163461018214777,Totalmente pasado de rosca,https://x.com/KevinParoisse/status/1868163461018214777
0,1857049426885316988,Quiero cabecear una bala,https://x.com/KevinParoisse/status/1857049426885316988
1,1849203841226449026,Lo contento de que fui a un castillo medieval,https://x.com/KevinParoisse/status/1849203841226449026
1,1846569924879073766,Queda muy poco para mis vacaciones por suerte,https://x.com/KevinParoisse/status/1846569924879073766
0,1843073921014440242,Es un dolor de ojos esto,https://x.com/KevinParoisse/status/1843073921014440242
1,1842882966030024814,Porque conozco esa sonrisa,https://x.com/KevinParoisse/status/1842882966030024814
0,1839434435277828528,"Qué onda, no puedo sentirme como el ojete así",https://x.com/KevinParoisse/status/1839434435277828528
0,1838317693419630664,Unos forros la verdad,https://x.com/KevinParoisse/status/1838317693419630664
0,1828380591965761936,"Dormí como el orto, si es que dormi",https://x.com/KevinParoisse/status/1828380591965761936
0,1825529415775715742,Estoy hasta las manos,https://x.com/KevinParoisse/status/1825529415775715742
0,1823538365888651695,Me preocupa que me estoy sintiendo cada vez más viejo,https://x.com/KevinParoisse/status/1823538365888651695
0,1820781961259970664,Que mal me siento,https://x.com/KevinParoisse/status/1820781961259970664
0,1815697886765625464,Me apeste fiero,https://x.com/KevinParoisse/status/1815697886765625464
0,1813522735630262351,Me quiero matar,https://x.com/KevinParoisse/status/1813522735630262351
0,1812632618417947119,Es una vergüenza,https://x.com/KevinParoisse/status/1812632618417947119
0,1810951043666055176,Que paja levantarse a esta hora,https://x.com/KevinParoisse/status/1810951043666055176
0,1807922157621502076,"Cansado, cansado Estoy",https://x.com/KevinParoisse/status/1807922157621502076
0,1795235225649160584,Me voy a ir al infierno,https://x.com/KevinParoisse/status/1795235225649160584
0,1894028172779196724,"Gordo, el tipo es aburrido y ordinario, por eso fracasó",https://x.com/Cristia00593920/status/1894028172779196724
0,1894026647499661630,El fracaso estrepitoso de George Harris, https://x.com/grumpy_boris/status/1894026647499661630
0,1894026313138164010,En todo sitio que trabaje este subnormal va al fracaso,https://x.com/carlopezq/status/1894026313138164010
0,1894024796024803442,Como buen venezolano arribista George Harris culpará a todos de su fracaso y nunca dirá que su rutina de mierda fue la mala.,https://x.com/Fernacd/status/1894024796024803442
1,1894030751689032075,Tengo ganas de comer un asado de mi papá y tener mucha mayonesa de apio,https://x.com/ClauEspinola01/status/1894030751689032075
1,1894026715858403592,Ayer comí asado al mediodía y fideos caseros a la noche. Que momento para estar vivo!,https://x.com/jmonza7/status/1894026715858403592
1,1712229059000684833,"Asado, Don Diego y Diego Maradona. El que pueda cómase un asado con su viejo. Son momentos que perduran para toda la vida. #DiegoEterno #ElDiezPerfecto https://x.com/i/status/1712229059000684833",https://x.com/DiezPerfecto_10/status/1712229059000684833
1,1893459218000224747,Hoy tocó asado. #sábado #Asado https://x.com/i/status/1893459218000224747,https://x.com/LuisSaxum/status/1893459218000224747
1,1893672659356901628,Que viva el buen fútbol jaja,https://x.com/LuisSaxum/status/1893672659356901628
1,1891193627910517038,"Asado familiar 🤍,https://x.com/Inemangia12/status/1891193627910517038/photo/1",https://x.com/Inemangia12/status/189119362791
1,1891705760226115671,"Cuando sea millonaria, voy a comprar una franquicia de alguna pollería de barrio. Dios mío santísimo, te amo mucho pollo asado. 🤩🤍 https://pbs.twimg.com/media/GkCwXDPWsAAQYKp?format=jpg&name=900x900",https://x.com/laparedes22/status/1891705760226115671
1,1892205804603724094,"Pollo asado y birra, apuesta segura. Patrimonio de la humanidad.https://pbs.twimg.com/media/GkJ3I4GW8AA6Lrj?format=jpg&name=small https://pbs.twimg.com/media/GkJ3I37W4AEqNvm?format=jpg&name=small",https://x.com/Antonioo1995/status/1892205804603724094
0,1677438424570011649,"Te extraño mucho, Diego.",https://x.com/juegosimple__/status/1677438424570011649
0,1677758157580382209,Yo también lo extraño mucho al Diego 🥺🥺🥺,https://x.com/Clarisa1327026/status/1677758157580382209
1,1677478804065853442,que lindo esto! jajaja,https://x.com/afa_play/status/1677478804065853442
0,1677698931398963200,la vida es una mierda,https://x.com/rosendeshanti/status/1677698931398963200
0,1677437509649793026,Te extraño todos los días de mi vida Diego querido 😪❤️,https://x.com/NantroRP/status/1677437509649793026
0,1677446035524689920,"Me destruye, te extraño Diego",https://x.com/tiziano_guillen/status/1677446035524689920
1,1677472543656103939,El Diego es lo más grande que hay.,https://x.com/LeaBiaggini/status/1677472543656103939
1,1677516859153711106,Es lo más grande que tenemos,https://x.com/chaquiesparrou/status/1677516859153711106
1,1892405512907407646,Golazo de Messi a la derecha https://x.com/i/status/1892405512907407646,https://x.com/Driussitoo/status/1892405512907407646
1,1641146536024211460,Hoy hay asado con los pibes https://pbs.twimg.com/media/FsaGD5MWAAgn8zP?format=jpg&name=900x900,https://x.com/gonchobanzas/status/1641146536024211460
1,1891157198161539440,Hermoso día para hacer un asado. https://pbs.twimg.com/media/Gj6MFAdXUAALs73?format=jpg&name=large ,https://x.com/BBeccar/status/1891157198161539440
1,1877870489793700228,Segundo Turno ✅ Truco y Asado 🔛 https://pbs.twimg.com/media/Gg-JKj-XoAA8nCX?format=jpg&name=4096x4096, https://x.com/BocaJrsOficial/status/1877870489793700228
1,1877870824553664721,La última foto es hermosa,https://x.com/AnaIyticsCABJ/status/1877870824553664721
1,1877871989718741238,"Se nota que fue un día de felicidad muchacho, llegan refuerzos",https://x.com/_axelrei/status/1877871989718741238
1,1893046289123663967,Viernes de asado 🧑🏻‍🍳😁,https://x.com/Buchanas99/status/1893046289123663967
1,1637177511674011652,El asado de la tercera ⭐️⭐️⭐️,https://x.com/momorelojero/status/1637177511674011652
1,1891331766733934885,Asado con mi hermano y un montón de argentos en Weston https://pbs.twimg.com/media/Gj9cNN_XIAA0yfU?format=jpg&name=medium,https://x.com/raulamigo/status/1891331766733934885
0,1893862713614303545,Que falta de respeto y soberbio es el humorista #Vina2025 https://x.com/i/status/1893862713614303545,https://x.com/karime_guti/status/1893862713614303545
0,1893435651757916298,Qué malo es Janson,https://x.com/ChinoxB_/status/1893435651757916298
0,1890559304421323111,"Che, se tienen que ir todos", https://x.com/ChinoxB_/status/1890559304421323111
0,1886818764378755407,Qué tristeza,https://x.com/ChinoxB_/status/1886818764378755407
0,1891673036685816042,pedir POR FAVOR dejar de sentirse mal es el verdadero dolor,https://x.com/guaddamoyano/status/1891673036685816042
0,1893351005976137975,Dolor como le soltaron la mano a beno. https://x.com/i/status/1893351005976137975, https://x.com/Trezeguetista7/status/1893351005976137975
0,1892333346207809982,Cuánto dolor nos han hecho aquellos males que nunca han ocurrido.,https://x.com/ElArteDeVivir__/status/1892333346207809982
0,1812683389511651703,El dolor es total 💔😭 https://pbs.twimg.com/media/GSfx7XHXQAAM3SD?format=jpg&name=medium,https://x.com/InvictosSomos/status/1812683389511651703
0,1892921458034188448,No hay palabras para expresar tanto dolor https://x.com/i/status/1892921458034188448,https://x.com/GabyLob/status/1892921458034188448
0,1894041061460209732,Los mal vivientes de esta red siempre con un dolor, https://x.com/Carrpetosa/status/1894041061460209732
0,1894041059375644942,lloro vidrio para desencristalizar el dolor,https://x.com/ZumaetaFacundo/status/1894041059375644942
0,1894040805456711989,Se puede sentir su dolor https://pbs.twimg.com/media/Gkj8E2IWUAA4NgA?format=jpg&name=large,https://x.com/kikoleik/status/1894040805456711989
0,1894040585176010770,Este frio parece recordar el dolor de Jerusalem por sus hijos caídos y asesinados.,https://x.com/wunjopi/status/1894040585176010770
0,1894039977740087467,Taller de mierda dolor de cabeza es lo único que dan las máquinas,https://x.com/JulietaPin46615/status/1894039977740087467
0,1894039204268581029,"Hoy me desperté sin mi novio, todo es tristeza y dolor😭",https://x.com/hiasin_amira/status/1894039204268581029
0,1894038615795159257,"Que dolor de cuerpo lpm, necesito unos masajes",https://x.com/agusvelaazquez/status/1894038615795159257
0,1894038504960577732,Que dolor de espalda dios,https://x.com/ab_r1lh/status/1894038504960577732
0,1894038168522920340,Y este dolor de cabeza?,https://x.com/11zambrano_/status/1894038168522920340
0,1894038092987720156,"Quiero arrancarme los ovarios, no puedo mas del dolor",https://x.com/theloveisfirst/status/1894038092987720156
0,1894037800170696780,"Pasó otro 24 y sigo bloqueado por anto, todo es tristeza y dolor",https://x.com/IntelectuAleck/status/1894037800170696780
0,1894037662798901286,Que ardor y dolor PTM 🥲,https://x.com/Abigailkim21/status/1894037662798901286
0,1894037328554766834,Estoy con un dolor de cabeza que ni abrir los ojos quiero.,https://x.com/Nataly92304251/status/1894037328554766
0,1894036009039389058,Ando un dolor de estómago brutal hermano siento que la voy a palmar 😭, https://x.com/Reidedv1/status/1894036009039389058
0,1894034101214019639,m tengo q drogar para no sentir dolor,https://x.com/3venll/status/1894034101214019639
0,1894033821479088239,esto de despertar con dolor de espalda todos los días no me gusta.,https://x.com/sm0kingb1rd/status/1894033821479088239
0,1894033578775740755,No tiene nombre este dolor de cabeza 🫠 ,https://x.com/garrotania55/status/1894033578775740755
1,1893979049552179450,Que hermoso despertar y que este fresquitoooo 🤩,https://x.com/garrotania55/status/1893979049552179450
0,1894033234238783982,No es normal este dolor😭,https://x.com/Taniamedina_/status/1894033234238783982
0,1894031936097583598,llanto tristeza agonia sufrimiento dolor pena angustia tortura,https://x.com/_lis4t/status/1894031936097583598
0,1894031031658836072,"si no me pasa este dolor, voy a ir a emergencia no aguanto mas",https://x.com/rinagonzalezv/status/1894031031658836072
1,1894048184202068156,Pues como tengas ahora un perro o un gato te vas a reír…,https://x.com/TomHighway18/status/1894048184202068156
1,1810015558311747777,"vine a un asado de la familia de mí novia e hice reír a toda la mesa dos veces, incluido a mí suegro",https://x.com/QuimeyHerrera01/status/1810015558311747777
1,1799521553350094990,reír con mi mamá es tan ❤‍🩹❤‍🩹❤‍🩹,https://x.com/micaaacruz/status/1799521553350094990
1,1800210079419142411,"Yo amo tanto a mi mami, soy muy feliz ❤️‍🩹", https://x.com/TatianaSeplve17/status/1800210079419142411
1,1893664026829209895,Este vídeo es todo lo que está bien en el baby futbol https://x.com/i/status/1893664026829209895,https://x.com/Gilbenn/status/1893664026829209895
0,1894057362526294407,No seas crota mabel,https://x.com/Zaaitour/status/1894057362526294407
1,1894055936957861920,Que sea una buena semana ❤️‍🩹,https://x.com/Dhebboo1/status/1894055936957861920
0,1892589852282978442,Cuando se termina toda esta mierda? Cansaaaaada de todo,https://x.com/Dhebboo1/status/1892589852282978442
1,1891806831892201736,"Que hermoso clima, no toquen nada😍🙏",https://x.com/muyyforraa/status/1891806831892201736
1,1885687791977210250,"Febrero con cosas positivas 🫶",https://x.com/Dhebboo1/status/1885687791977210250
1,1849463547345932514,Amo amo este clima fresco 😍,https://x.com/Dhebboo1/status/1849463547345932514
0,1849463547345932514,No espero nada pero igual se las ingenia para decepcionarme,https://x.com/LuzBortagaray/status/1839840178401108143
1,1828587725986967573,Gracias por tanto Universo 🙌💝,https://x.com/Dhebboo1/status/1828587725986967573
1,1822970982044176555,Que sea una buena semana 🙌💫,https://x.com/Dhebboo1/status/1822970982044176555
1,1820427024566980739,Que sea una buena semana 🙌🍀🤞,https://x.com/Dhebboo1/status/1820427024566980739
1,1818434701012418998,Agosto veni con plata y muchas cosas bonitas 🌸🪷🌺💐🌼🌝🌈✨🔆🪐💘💌,https://x.com/guglielmone_roo/status/1818434701012418998
1,1818117992401551426,"𝑇𝑒 𝑒𝑠𝑝𝑒𝑟𝑎𝑛 𝑡𝑎𝑛𝑡𝑎𝑠 𝑐𝑜𝑠𝑎𝑠 𝑏𝑢𝑒𝑛𝑎𝑠, 𝑛𝑜 𝑡𝑒 𝑟𝑖𝑛𝑑𝑎𝑠✨❤️‍🩹",https://x.com/saturninsta/status/1818117992401551426
1,1816888568670757085,Que son estas ganas de Tomarme un Vinito 🫠,https://x.com/Dhebboo1/status/1816888568670757085
1,1814382663005860171,La casa está Limpia y en Orden  💆,https://x.com/Dhebboo1/status/1814382663005860171
0,1813891474267746546,"ODIO LAS MENTIRAS, odio que me oculten cosas, odio sospechar y terminar acertando", https://x.com/itsfeid/status/1813891474267746546
1,1610481917983350787,Un rato de playa y amigos para ser feliz 🤍,https://x.com/RochiGarnier/status/1610481917983350787
1,1539402708846891008,Las amigas te reinician 💆🏾‍♀️💕,https://x.com/MilyVelazquz/status/1539402708846891008
1,1417513322031853571,los amigos te sanan la vida de una forma que ni se imaginan 🧡,https://x.com/FrancouDana/status/1417513322031853571
0,1399891790438805504,Estoy tan cansada. Y recién es martes,https://x.com/AzulFrancou/status/1399891790438805504
1,1331626877321158657,Tomando fernecito con amigas por?,https://x.com/Cam0_00/status/1331626877321158657
0,1270722761606848513,Que dolor pagar el alquiler😭,https://x.com/TaamiPesenti/status/1270722761606848513
1,1873575228598878625,Que curita son mis amigos!!,https://x.com/TaamiPesenti/status/1873575228598878625
1,1763651758721515825,Cuanto amor recibi hoy!! Que hermoso día 💫❤️,https://x.com/TaamiPesenti/status/1763651758721515825
0,1759383276119081141,"Duele tanto, pero por algo pasan las cosas 🙌",https://x.com/TaamiPesenti/status/1759383276119081141
0,1743652114952286676,"Todavía no caigo, que noticia triste 😔",https://x.com/TaamiPesenti/status/1743652114952286676
1,1740212267093008482,amo el plan comer y mirar la serie,https://x.com/EmiAndrada_/status/1740212267093008482
1,1736569613821882817,Que hermoso finde🙌❤️,https://x.com/TaamiPesenti/status/1736569613821882817
1,1730421662015693001,Cuanto me enseño y me demostró noviembre del '23🫶🙇🏼‍♀️,https://x.com/TaamiPesenti/status/1730421662015693001
0,1721662107844771957,"A todos nos costo este lunes, no?",https://x.com/TaamiPesenti/status/1721662107844771957
1,1715818928688046490,Mi viejo y su costumbre de salvarme siempre❤️,https://x.com/TaamiPesenti/status/1715818928688046490
1,1703422751640289294,"Solcito, hamaca, un vasito de fernet y el asado en familia! Que afortunada soy ❤️",https://x.com/TaamiPesenti/status/1703422751640289294
1,1685067385261158400,Me hice una compra de seño y soy muy feliz! Vale la pena trabajar 10hs por día 🙌,https://x.com/TaamiPesenti/status/1685067385261158400
1,1678872098482139136,Que hermosa sensación la de tener entradas y pasajes para ir a un recital 🙌🤘❤️ ,https://x.com/TaamiPesenti/status/1678872098482139136
1,1677433147460317187,Oficialmente de vacaciones!!!! 🙌💃,https://x.com/TaamiPesenti/status/1677433147460317187
1,1670509377575346183,El solcito y los mates en el campo 🌸,https://x.com/Sabri_Bonnin/status/1670509377575346183
0,1628782810931552256,"Que frustrante son los concursos docentes, me veo cada vez más lejos 😪😪",https://x.com/TaamiPesenti/status/1628782810931552256
0,1616248978093268995,La sal que venimos teniendo es increíble😦🤦,https://x.com/TaamiPesenti/status/1616248978093268995
0,1610447683650744320,Que dolor ver mi hondita así😪😪😪,https://x.com/TaamiPesenti/status/1610447683650744320
1,1602097415515148289,Como amo estar todo el día en el río ❤️,https://x.com/TaamiPesenti/status/1602097415515148289
0,1590810563818704897,"Pésimo jueves, porque me suspendieron el recital que más esperaba 🥲🥲",https://x.com/TaamiPesenti/status/1590810563818704897
1,1581759346622361601,"La salida de anoche con mis hermanos, me la guardo como una de las mejores😅",https://x.com/TaamiPesenti/status/1581759346622361601
1,1574210854077071360,"Que hermoso finde, no le faltó nada y fui muy muy feliz❤️",https://x.com/TaamiPesenti/status/1574210854077071360
1,1568321853168427009,"Los pibes te curan el alma, no importa que tan rota estés!",https://x.com/vicopintos12/status/1568321853168427009
1,1562586524155121670,la noche se presta para birra y mucha charla con buena compañía, https://x.com/ffrancaballero/status/1562586524155121670
0,1562410925293969408,Me cae mal la gente que no es clara con lo que siente.,https://x.com/guidobonini/status/1562410925293969408
1,1557749831275368455,"Mis viejos cumplen 45 años de casados, se siguen amando, cuidando y defendiendo su familia ante todo❤️",https://x.com/TaamiPesenti/status/1557749831275368455
1,1551337480971882496,"Una semana más de vacaciones, estamos todos de acuerdo?",https://x.com/TaamiPesenti/status/1551337480971882496
0,1544772333998678018,"Que intensa última semana, no tengo más paciencia😟",https://x.com/TaamiPesenti/status/1544772333998678018
1,1535515887817658369,Que bien hace salir y reírse con amigas ❤️🙌,https://x.com/TaamiPesenti/status/1535515887817658369
1,1526697238038458368,Que sensación hermosa cuando tus alumnos mandan las notas de que aprobaron 🙌,https://x.com/TaamiPesenti/status/1526697238038458368
1,1525965973315936259,"Mi familia haciendo el aguante en la cancha, fue todo❤️",https://x.com/TaamiPesenti/status/1525965973315936259
0,1520921703030919169,Me duele absolutamente todo. Y mañana hay que ir a trabajar 😂,https://x.com/NahueRgz/status/1520921703030919169
1,1503137751226630144,"Que hermoso finde de deporte, que bien hace al ❤️ y a la mente🙇‍♀️",https://x.com/TaamiPesenti/status/1503137751226630144
0,1501725170540724239,Que día de mierda el de hoy!,https://x.com/TaamiPesenti/status/1501725170540724239
1,1499990684673081346,"Que bien hace al ❤️, juntarse y hablar con amigas!!",https://x.com/TaamiPesenti/status/1499990684673081346
1,1499841103503282177,Todo lo que está bien https://pbs.twimg.com/media/FNCBh9JXEAgDVHi?format=jpg&name=medium,https://x.com/clubdelbajon/status/1499841103503282177
1,1496652574350471168,Modo vacaciones ACTIVO🙌🛣️❤️, https://x.com/TaamiPesenti/status/1496652574350471168
1,1498544248408317957,"Mi hermana estaba en la fiesta de la cerveza y me mandaba videos de la bristol, entendió todo❤️",https://x.com/TaamiPesenti/status/1498544248408317957
1,1483972591152996355,Hermosa noche para no entrenar y tomarse una birrita, https://x.com/TaamiPesenti/status/1483972591152996355
1,1482460803655741444,Que vueltera que esta la lluvia.,https://x.com/SBonato96/status/1482460803655741444
1,1475984566305370112,Linda noche para estar en la arena con buena compañía!!,https://x.com/TaamiPesenti/status/1475984566305370112
1,1470171452628418564,"Que hermoso atardecer, en la ruta y escuchando las pasti😍❤️",https://x.com/TaamiPesenti/status/1470171452628418564
0,1443617738803515396,"Que terrible mañana escolar, me dieron ganas de que sea diciembre 😬😥",https://x.com/TaamiPesenti/status/1443617738803515396
1,1440277972766785546,Empezó la mejor época del año🙌🥰,https://x.com/TaamiPesenti/status/1440277972766785546
1,1436425380924203012,Los regalos que me dio mi alumno😍😍😍😍😍,https://x.com/TaamiPesenti/status/1436425380924203012
1,1433025444161462277,"Arranca septiembre,  sin dudas mi mes favorito💪🤗",https://x.com/TaamiPesenti/status/1433025444161462277
1,1427390427670450180,Me encantó este fin de semana💆🏽‍♀️💖,https://x.com/JohaOcampo15/status/1427390427670450180
1,1426241878622621707,Que lindooo viernes!!!,https://x.com/TaamiPesenti/status/1426241878622621707
1,1418325190786834433,Que lindo esta para las birras😏😏,https://x.com/TaamiPesenti/status/1418325190786834433
1,1414325614908264453,Que bien la pasas cuando la gente te hace bien❤️,https://x.com/TaamiPesenti/status/1414325614908264453
0,1893128399142478089,No hay palabras !! Una profunda tristeza y mucha rábia. 💔😭😭😭,https://x.com/PietatMassanas/status/1893128399142478089
0,1893156034044186791,Es un dolor inmenso!!😭😭😭😭😭😭😭,https://x.com/HildaAhumada11/status/1893156034044186791
0,1894108090783412411,te odio infiel,https://x.com/RJolett84329/status/1894108090783412411
0,1894106589855977945,Al Infiel no le queremos ni siquiera como vasallo.,https://x.com/CarlosOlivoV/status/1894106589855977945
0,1894095367253184839,Una persona infiel nunca cambiará,https://x.com/FridaSaus/status/1894095367253184
0,1894090256120484152,mientras mi novio me es infiel yo cocino arroz con leche,https://x.com/honeiigui/status/1894090256120484152
0,1893156034044186791,Es un dolor inmenso!!😭😭😭😭😭😭😭,https://x.com/HildaAhumada11/status/1893156034044186791
1,1887128639323468223,Te amo Carlos. Feliz cumpleaños,https://x.com/EditsBoke/status/1887128639323468223
1,1887129411545071730,Que suerte tuvimos de poderlo disfrutarlo,https://x.com/EmaaLeguii/status/1887129411545071730
1,1892344221836701802,Te amo sanguche de salame y queso https://pbs.twimg.com/media/GkL1BS8W0AEdtH5?format=png&name=small,https://x.com/tipicodearg_/status/1892344221836701802
1,1892619525322854823,Que fruta noble el apretado de salame y queso 👏🏼 https://x.com/i/status/1892619525322854823,https://x.com/Diablo_Nahu/status/1892619525322854823
1,1892676448252510699,Pero mira lo que es esa belleza,https://x.com/bonino_ariel/status/1892676448252510699
1,1894114478490255720,como lo quiero a la cabra,https://x.com/_erlito/status/1894114478490255720
1,1893739060994122174,Nunca dudes del poder sanador de una cerveza bien fría!!!!🍺🍺 ,https://x.com/LucyL0628/status/1893739060994122174
1,1891170685008937445,Me gusta la cerveza fría y tú cuando te ríes.,https://x.com/Bandidosfrasess/status/1891170685008937445
1,1892043045073199209,"La cerveza, el rock y tu boca. No hay nada que importe más.",https://x.com/iRockNac/status/1892043045073199209
1,1894028443756511356,QUIERO A TODOS LOS EMPRENDIMIENTOS ARGENTINOS HACIENDO ESTA REMERA YA MISMO,https://x.com/carplec/status/1894028443756511356
0,1893781149555511303,"Atrápame si puedes: Alan Velasco, un joven estafador se hace pasar por futbolista",https://x.com/sashajrr/status/1893781149555511303
0,1891645226399215730,"No sé decidían si hacerlo quedar como un estafador o como un boludo, así que eligieron estafador boludo.",https://x.com/MauroFdz/status/1891645226399215730
0,1891620095144673583,Que sera peor? Ser zurdo o ser un estafador hijo de puta?,https://x.com/atilioveronelli/status/1891620095144673583
0,1893801225713229983,la tristeza de los domingos,https://x.com/niagoitia/status/1893801225713229983
0,1893308262378021125,bañarse llorando es otro nivel de tristeza,https://x.com/itsfeid/status/1893308262378021125
0,1893073213212762155,"Cuídense porque el cuerpo te cobra factura por los nervios, la tristeza, el estrés, la preocupación, por todo.",https://x.com/Bandidosfrasess/status/1893073213212762155
0,1892245471134928932,Otra vez más la vida nos demuestra que somos instantes. Q tristeza,https://x.com/diazaagustina/status/1892245471134928932
0,1689714974707306497,todo es dolor y tristeza https://x.com/i/status/1689714974707306497,https://x.com/la12muffera/status/1689714974707306497
0,1894131311863853137,Se armó la podrida.,https://x.com/CarlosMaslaton/status/1894131311863853137
0,1711115899380396230,Tristeza total,https://x.com/dariobarassi/status/1711115899380396230
0,1751350606655271417,Todo es tristeza 😢,https://x.com/bestia_corp/status/1751350606655271417
0,1891691688227127520,La noche de este Lúnes es tristeza y desolación. https://pbs.twimg.com/media/GkCjj7LWQAARErF?format=jpg&name=900x900, https://x.com/NicoWhite81/status/18916916882271275
0,1892575310341611734,Angustia. Bronca. Dolor. Tristeza infinita.,https://x.com/herlombardi/status/1892575310341611734
0,1893823122022846897,"Esta mezcla de puteria, tristeza, decepción y desesperación, no me la quita nadie.",https://x.com/lkuh9814_/status/1893823122022846897
0,1893450901764915289,Ya ni bronca me da. Es todo tristeza. Duele ver así a Boca.,https://x.com/Boninimatias/status/1893450901764915289
0,1652142882688761856,"A mí me da tristeza esto, qué se yo, cada uno se entristece como puede, https://pbs.twimg.com/media/Fu2XMbXaEAAcf-N?format=jpg&name=small",https://x.com/MiltonFriedom5/status/1652142882688761856
