label,id,tweet
0,1824763725,At Pune airport. Flight delayed by 1hr 35min. 
0,2231140211,missing the old days..... 
1,1679040620, @ progressing in the production department with &quot;The Uprizing&quot; thats the priority getting the head nodding beats and then we reach out
1,2072408523,Aw. I knew it. Joe likes Stella. 
0,1973915008,Home sick from work 
1,2193006441,"@CommonJason o God, you are my God, and I will ever PRAIE YOU!  love that song. Thanks."
1,1755345914,just got home..back in V-East  ..had a blast @ Tita Grace's place ((CORRECTION TO MY PREVIOUS POST: HE WOULD... http://plurk.com/p/sy7o0
0,1792478710,restoring my phone  changing computers sucks
0,2296461432,"@4wesome i envy u right now, so hot  here "
0,2325168228,Dreads writing 2 papers tonight and 2 presentations this weekend. 
0,1979063964,@TimNunn it's not that unfortunately...it's the RIAA's demands for royalties...having dealt w/them before i know it's an upward battle 
0,2228749395,@HollyBelle13 I can feel their halo! I just can't believe spence never called us back 
0,2179094466,Finished my jobs for the day &amp; typically the sun has finished for the day too!! 
1,1970460772,@the_JonasBroz you're welcome 
1,2050283682,@KimPossible40 wow! that is the nicest #followfriday I've every gotten - thank you. And I hope you are feeling somewhat more balanced 
0,1975253342,"@mileycyrus mtv website has not let me vote for two days in a row  the vote button never comes up, its voting time over???"
0,2194590542,@bookworm_su What?! I'm sorry to hear that!  I'll be praying for you and your family. &lt;3
1,2055212897,"back from a surf... very nice it was too.., AND ive found the solution to my JS problem...   &lt;Mr Burns&gt; Excellent &lt;/Mr Burns&gt;"
1,2190171536,@rotting_orange is not following me in my best hour. #friendfail Just saying. 
1,1468338152,"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on "
0,1796850856,I want  http://bit.ly/r9Zyy Of course my feet can't handle such sexiness. Ever since bootcamp my feet haven't been the same. sigh 
0,2047691651,"@redmantw I looked on @glutenfreemaps and did not show any in u'r area - sorry   I'm in Cali, so dont know u'r area too well.."
1,1563535222,"@TheDelicious I'll help you forget ALL about the air conditioner, "
0,1573853092,"@sunshinehollyyy Hahahahaha, yes yes, you're absolutely right, I shall never doubt you again. "
0,2001592883,mehn... imagine a graduate writin a test!so not kosher... 
0,1963647690,Woke up... cleaned... Aunt Emmas... Walmart.. Commissary... Now its time for a nap!!!.. then off to work 
0,2325170576,I'm Lying In My Bed But Have To Get Up Now 
1,2067317022,"bugger... I was so hopeful, but it looks like it will still need to be two round trips to complete the move... oh well. ROAD TRIP "
0,1883104203,"@Bo_44 I'm good thanks, busy but good. Stuck in work at the moment though "
1,2058228692,@smoshian hahaha yeah you're right 
1,1964872800,"Special thanks to @JustCallMeMac @DevonMonk @patinagle @MelissaAnnLong @FantasyDreamer for the #followfriday mentions  Cheers, Guys."
0,1755573174,Does anyone have any real remedies for a hangover??? Pleassseee I'm dying ova here 
1,2001177931,"@do0dlebugdebz ah ok...kinda like me,i love writing but i took up Engineering...haha...where do u plan to study?yes im from the Phils "
0,2195537433,i have so much things to study 
0,2232757638,@TheBrite1 yes it is u dont see this weather..lml my my sheets are cold 
1,2017931712,@SarahWV Get the Canon 5D Mark II  http://twurl.nl/gkm61n  
1,1957618103,@woahitsJana i checked out the pictures you just uploaded. long hairr  pretty 
0,1469369241,In another boring meeting 
0,1964679163,"probably going to miss Silverstone's race again this season in iRacing , so sad   this track is pure laser scanned awesomeness"
1,1563795458,had an interesting weekend o.O Just wish it was like one day longer!!! New Promo should be out by end today   
0,2005153794,"@surpass hi guys, are the servers ok? I can't access makemassair.co.uk "
1,2188450112,"@JaySlacks - I'm just saying, she might not be into that "
1,2064327822,Good morning 
0,2062561989,"Midnight swims at the ranch... not any fun alone, it appears.  What a waste of my Saturday night, and my gas. "
1,2174629030,#iremember reading Zora Neal Hurston's Their Eyes Were Watching God for the first time in 11th grade and crying. Great read. 
0,2051938658,Its a trial download. 2 more days to use! 
0,2323617445,"@follesoe i'm here with a client in Stranda near Alesund, It's beautiful! No UG talks "
1,1961376480,"Looks like I'm goin to cadillac instead of TC, much shorter "
1,2004453386,@teddye3 @lincoln_gu @wonton916 
1,2052334852,"Sigh. What to do what to do. Been playing Pokemon Silver over again, and I'm just about to Indigo Plateau for the first time. "
0,1573363436,"well the lounge wire renovation went really well, we can now watch Tv And the projector at the same time. Back at work, not happy "
0,1978682814,@tomer I realized that only after I installed without it 
1,1957347211,@Sheng07 You still awake? hehe! same here! 
0,2323704661,4AM showers are intresting. I shouldn't be up  Gotta wait for hubby to come home. I'll be hearing birds outside soon...
1,1970813214,Ahhh weekends  of course when your unemployed everyday is the weekend and therefore becomes irrellivent :'(
0,1836005751,". @DowneyisDOWNEY You are SO lucky, I can't get that film here! "
0,2069766955,I agree with you @FranSC. long week  BUTTT then its summer and party time!!! This time in 3 weeks we will be chilling on the beach...  x
1,1978248616,@MARCXEEE i'm stayin in tooooo!  wooohooo for us! HAH.
1,2059230815,"Oh my... In jase, trying to hook tim up... So many single pretty girls... It is great to be a 27 year old looking 31 year old "
0,2203625886,@kylaano yeaps! today actually. i didn't spot ya' though 
0,2202807651,Sad Sad Sad...my presentation is tomorrow 
0,2236624052,needs to study for my her IELTS exam.. kakapoy!!!  http://plurk.com/p/125ibc
1,2001811809,@BensonGoesRawrr I listened to the new song its awesome  looking forward to some live shows!
1,1971468202,says I missed Banhot &amp; Badet so much  Enjoyed the hours spent with them. (dance) http://plurk.com/p/x7skd
0,2323667393,@18percentgrey lots to tell? That is intriguing! I'm doing great but work is keeping me away from Twitter lately 
0,2014980117,"@RicaOhSo: @Llyw00d195 R: They Aren't Really My Cats, I Just Love Kittens So Much, I Can't Have One Though  Y,r u allergic to it? (cont)"
1,2065750257,@lynnnein  #flylady  Good morning  All done with the headache?
0,2298402178,Afterparty from his show was nice. Didn't meet anyone worth mentioning though 
1,1980128000,"While watching House I discover he lives at 221b, the same address as Sherlock holmes. I bounce with glee and am apparently a huge nerd "
1,2018482601,Changed my tweeting apparatus from  TwitterFon to Twitterrific. 
1,2054378458,"Gah, it's so windy here today that I think I'll get blown over if I try to work in the garden.  "
0,1971597841,"Is really, really rather sick of studying for exams. Sadface? I think so...  "
0,2321780886,@exit_arsenic THAT'S WHAT I KEEP TELLING THEM! Bugs just don't listen 
1,2015541614,@msobie great! Thanks for asking.. Now let's get me added to the Linkined group to spruce things up a bit.. 
1,1676252943,"@OfficialJoBros , http://twitter.com/cindyrella91 - hey guys , hope your well! not long until the new album!  love you lots xxx"
0,1977829786,@artywah They suck too 
1,1834800969,@vmdianehughes Thanks v much.. 
0,1974732699,"@jessicapuente7 lol I'm right there wit ya, at least you didn't have to get up at 6 in the am for work "
1,2046866172,Going to Denny's for lunch with my mommy. 
1,1990511495,"@nikipaniki Yeah, how did that happen? And never shop again? BIG promise. "
1,1793880009,@brody77 Sex &amp; The City 
1,1822394060,@LilBunnicula Wanna V Mars it up on Monday? 
1,1983811605,Eating! 
1,2002191499,@ohindiegirl  When I'm on uni holidays after the 19th!!!
1,2192959627,I love the ONU Admissions BAs...always good for a laugh! 
0,1882632020,Left a Sellers house. Now taking donughts to my sons classroom for the last day 
0,2200536541,I just had the worst haircut of my life 
0,1985501031,"@makinitrite omg,that's a lot of weight loss,plz make sure to monitor ur kidney &amp; heart function in the mean time!  stay healthy..."
0,2031204962,Is wishing that they would hurry up and cure Hayfever 
0,2289531214,Dear internet: please come back. My thumbs hurt on the berry 
0,2326571910,"*sighs* Has been up since 5am for no freaking reason! Laid in bed for 2 hours, still couldn't get back to sleep. Is ooohhh sooo tired. "
1,1980101012,"@ShabbyGomer You going to church today? Cause if you are,you owe a complete stranger a hug from me! "
1,1980319393,@shareski I don't ask my wife about hats anymore. 
1,2013891499,@enricoeric Always room for improvement. 
1,1962515505,...don't speak 'cause your mind is amazing. 
0,1999871130,"Hey, how in the world is it still really nice and light out at 9pm?! I really wish I was out of school already I could stay up all night! "
0,1573274003,back to work after 3 days off 
1,2176266599,"Waking up at six does have its benefits. Or, no traffic "
1,1558504855,goood morning 
0,2240629657,"watching video http://vimeo.com/4717981 of @foe talking about @primesky (which I helped build), and wondering when it will be alive again "
0,2231931570,Missed Larry King because I don't get CNN. 
1,1832770280,early zzzzzzzzzzzzzzz..............im sooo inspired  in life you cant let the small stuff get to ya!!
0,2062540739, my tummy hurtsssss.
1,1554168031,I think everyone in the city is outside today. Enjoying some time in the Village after Pinkberry with Taylor. 
1,1573271808,"@aaamylee oh, i can't wait to see it "
0,2325927064,Time to go back to work again 
0,2302524279,so delirious... still at the office...  another long night.  yiiiikes! 
0,1958084886,awe.. gotta go.. my mom commands me to sleep already.. 
0,2257216941,Hates the taste of parafin after a fire breathing sesh !! Toyally ruined my beer 
1,1679839083,Would love to hang out w/folks in Seattle today! Anyone up for adventures? 
1,1827885715,62 so far today....sheesh..what's with North Alabama weather?..at least the sun's peepin' through once in a while 
0,2009976049,Finally back online.  My IP profile is stuck at 2000 at the moment though 
1,2179457637,@BaileyKarelse I dont have any either !  
1,1976974430,omg its working again 
1,2062785433,"@thegreatmatt thank you, matt! "
0,1991673609,@miligosa I bet your going to miss the kids. 
0,2060319656,nao i want more sushi. 
0,2001483462,@Herne2 Err... Maybe the hospital canteen don't do cakes and doughnuts 
0,1793504127,"@bfheroes I'm a sys admin, shame I'm not in Sweden. "
0,2217627851,@OhDearRyan hey good night best friend 
0,2263235994,Super wal-mart has super lines 
1,1983863293,swam like crazy today! summer really is here.....goin to eat with the family 
0,2288810548,@ashemischief The way you feel about Nola is the way I feel about my life/time/experiences in Atlanta. I truly feel you 
0,2227925380,@NinjaFrog5 Since Saturday   That's why I just left without saying bye.
0,2185858423,thinking about my mother who passed one year ago tomorrow.  drinking bacardi big apple
0,1966446741,"@johnny_trouble Ive been dealing with roomate CRAP, aside from that, nothing, cleaning ALOT and I will!! I miss abi  How have you been?"
1,1991623164,@Mojo4Melo Good Morning Happy Monday 
0,1753369972,"@AyeshaM13 i hate that part!  and yes it is, haha."
0,2183739274,Had bad a bad dream where i couldn't contact @JarZ 
0,2297341547,sore throat 
0,1823870676,wishing i was in a good mood right nowww 
1,1882146460,@GradSchoolMom has the best quotes - she doesn't know i'm stealing them for my mag either so keep that in the down low! 
0,2003860979,"@mtdukes That was pretty sweet, but I want to see some actual gameplay footage.  they always show those cinematic trailers "
1,2063252785,Lookin at life through new lenses! 
0,1971125743,i didn't make the squad 
0,1834334565,@adjohn Brought mine to Singapore. Wasn't able to Poken anyone though. 
1,2014948101,Make money from twitter  http://bit.ly/17L7yU
1,1979655338,"Watching television, and wanting a new hair style "
1,1999373818,@Constitutiongrl go &amp; nap! 
0,2241807878,No one is receiving my tweets 
1,2069233154,@chris_coltrane and why not?  Stick to what we know!
0,2288740391,wants to play baseball again 
1,1795508002,ok im going to head to bed now and read night all 
0,1956553920,"@coreynjoey Yes, @trevorandkate will definitely be missed  But now I have a good reason to go caching in TX!"
1,2185334074,@scarf_baby Did you get that job you interviewed for? 
1,2015293177,WOW! I just looked at your photos @Faddic. They're wonderful.  â« http://blip.fm/~7jpm6
1,2017544673,Everybody check out @ItsTyraB's song &quot;You givin' me a rush&quot; its amazing  &amp; its a version of @PaulaAbdul's &quot;Rush Rush&quot; http://bit.ly/3bVs7
1,2016620477,"@bbgurljewelz we don't have that much money, but man I would love to "
0,2064066641,"Bah! Exciting stuff from Kimi, wish he wasn't full of fuel though  #f1"
0,2054730975,my cel phone just broke 
0,2057893351,"@jimmywhite09 oh my friend i think you should stay with your wife, cuz you decide time ago to share your life with her, don`t hurt her "
0,1972571230,"@SenJohnMcCain Sen McCain, that is the most Ludicrous Statement I have heard from u, Is that what happens when u get beat, u talk crazy? "
0,1881679860,"@dangerradio Yeah, I tried to call you like 10 times and never got through! No talking here. "
0,2222196520,@faulko1 I swear those little b*****ds hide in the bushes and then jump out to slap the tkt on as soon as u leave the car! 
0,2286899460,I'm mentally preparing for Jon &amp; Kate tonight...soo sad  http://myloc.me/55MJ
0,1881394679,sleeping  i had a operation in my mouth - very unpleasant
0,2008523484,"I hate when you wash a vintage dress and  it comes out fab except weird things happen to it, like the lining grows bigger "
1,2192335513,"@paupaula Really?! o_0 Ok, well good luck with that!  lol &lt;3"
1,1881630025,@danmikhael is a hoser. I am most definitely human. and have a sneaky suspicion that Dan has &quot;ego&quot; issues-posted links 2 you! chill geek! 
1,1833636546,@julia062 Oh! I like Wo De Kuai Lai. Haha. What's your multiply? 
0,1686733273,Doing work in history  
0,2175680730,"Just had a nap.. It supposed to be a good one, but I woke up with headache, I want u "
1,2039897741,"@smiles94518 yeah, I'm meeting a group for a tailgate.  ok, nighty knight for real! lol"
0,2325257147,@johncmayer Your lucky. I get the song from the freecreditreport.com commercials stuck in my head 
1,2064047457,@vishalgangawane thnx...got thm 
0,2069806394,"@tommcfly haha Thank God you're calmer... Aaaww, it's over!  Congrats for the amazing job you did, we love you even more now! ha Xxx"
0,2048092586,@PreTmerri oh girl nothing 4 real.. i wanted us to hang out some more  lol
0,2219038821,what can I do for them? 
0,1559645233,@hutchy11 pub work  lol please go yu no yu want to really haha
1,2176959903,@mohdafiq7 you can give me the bikini if you want to. I can use it in campus. 
0,2250646031,Going to workies 
1,2174489561,@Karine1205 i know! that would have been supercool!!!! 
0,1836492823,i love it when you call me baby... i have looked everywhere i think i left it in my friends car if not i am in trouble  xoxo
1,1678635080,Newport for the day 
0,1880667015,@rabbit_rabid can't sleep... come give me hug... 
1,2176741284,@pauljchambers That is the one 
1,1880103719,@Lowryn she has to post the tooth to the tooth fairy. Get a pretty card for her to write to the tooth fairy. 
0,1980505069,@Clubpenguinfan3 yea I don't c u in the chat room though 
0,2175684390,ahhh i got headache   hate that!
0,1976838810,"Trying to change my background pic, but it's not working "
1,1827920707,bottega louie with moms and broke the bank at the bakery...i tried all those damn macarons! @madmojo alliteration is fun 
0,1553586834,@mneylon My fault unfortunately  two days late FFS
1,1988750037,@thenewbnb its monday what else can be up other than work 
1,2190622005,"ahhh. i meant chowder ung cartoon character XD haha, kasarap gd ng seafood chowder dun &lt;3 i order it every time there "
1,2055336687,I yawn at  Palm Pre too. iPhone users unite 
1,2046979080,Our pug had to get a growth removed from his neck this morning and he is doing well. 
1,1793572550,excited for things that are coming my way... 
1,2067472006,it's just really time for photoshop.. i just really need it 
1,1995937294,@geezerbird but then u are allegedly a bit blokeish!  I wont ask which bits 
0,2064957852,"@massdistraction OH NO! Not too much damage, I hope. "
0,2190823811,@brawngp_fanblog ah thats a shame  lol thanks for trying!
0,2325363268,We should be finishing up the meeting now but we are still waiting on 6 people. Two if us have been here since 11. 
0,2287017434,the nights went so slow! not complaining like... in so much pain though  3 days!!
0,1573610215,@Willeth It's not on Spotify 
0,1882075189,"fuck this rain, cant do photoshoot tomorrow "
0,2197242985,@TweetDeck so the @ replies fix - was that only for tweetdeck? i still can't view &quot;in reply to&quot; for other tweet sources. 
0,2301552027,just took a hot relaxing bubble bath. now about to go babysit . 
0,1999449366,"True story.  Drunk woman 1, me 0.  lol"
0,1793269617,ABOUT 2 GO SLEEP MY BOO KEPT ME UP NOW HE IS LEAVIN ME 
1,2187859397,@moosala i loveeeeee it  haha oh btw did alexxus talk to you about hanging out... Read More: http://is.gd/135Bx
0,1974410086,Dieting..  and sick of it
1,1557697866,Hopefully this works... Doing it from my phone. 
1,1985330461,@RockingtheRobin You make me laugh. I guess I better go shower now... Bow-chicky-bah-bow... 
1,2175897799,"@nikipaniki U probably do? No? Well, u  are always welcomed to join @inrsoul and me, been meeting up impromptu quite often. "
1,1556893766,@tommcfly are you doing many summer shows in the UK this year?  Just wondering cause I'll be there 
1,1966410836,@kprentiss thanks for the warning 
0,2003524824,"is ill, ill, ill, bodys aching i have a fever so bed bound  when ur body needs 2 rest best believe it will show u"
0,1960433031,Feeling very undervalued and neglected. Not even the sunshine is pulling me out this lul. 
0,2187123855,i got ENGLISH REMEDIAL. i just can't believe it 
1,1559611941,"another busy, happy day of cleaning and creating!  "
1,2188033056,im caught up in this lovers thing.. 
0,2000869439,@CaliCG  I would be soooo pissed...you all who paid $$ for the cruise should NOT have to pay!!!  sorry 
1,2184603206,#squarespace - hopefully you have one more i-phone for me 
1,1956601815,@RetroRewind would you play come rain or shine for me tomorrow Dave?/ Please? Since I made you a cool logo?? 
1,1998533508,@bibletxt aw thanks. Yeah so rlly do mean it when I holla at u abt ur verses 
0,2216717572,ughh. I dont want to go to my orientation tomorrow  
1,2051723947,Adding new music to my ipod. 
1,2193304103,Lol @sherrishepard is so green. And talking about twitter 
1,2052958384,hugh jackman is such a hero. mmmm 
0,1693021504,studying for linear algebra final tommorow instead of l4d 
0,1691335431,it's sunday nite &amp; i'm having 'mad men' withdrawal. guess i'll have to settle for reruns. 
1,1982886760,@shanedawson that's fine with me  lol
1,1556894929,Prom was amazing  i'm SUPER tired so i'ma sleep soon. Goodnight twitter 
1,1792003557,"@Footdr69 I know, I have missed you also. I have just been trying to get last school stuff done. It will be all over on Friday.  "
1,1563954692,watching the usual suspects.. woot! woot! 
1,2183199085,Has a plurlife account 
1,1559193855,relaxing. 
0,2253078888,"Way 2 go heather, over slept 2day. Should've been at work 30 min ago! Ugh. ... I,m so disappointed in myself.  "
0,1791876116,@djsparkx sooo I guess that means no laptop fixing for me 
1,1970323704,@AubreyODay oh lord. how'd you get to ginginator? she rather looks like a princess gigi 
1,1969062942,@Linda_PetTalez  I hope my rant wasn't so bad. 
0,2056797504,@HurricaneHelms won't you fighting anymore? I miss you on SD! 
0,2242445739,I think i may have my very first cavity!?    time to find a dentist STAT!
0,2243345877,I sad faced kitty 
0,2057627705,@mrscrob No seriously - i have a shot knee that would fail the physical... 
1,2052202676,"@shita ah -  I didn't know you attended!  Yeah, this was a very busy week - hoping to see you in Japan soon "
0,2248797204,At Adam's with everyone. Its @fidelcampbell's last day in town 
0,2235712788,"@mrmaxg It sure does, as I am reading it now! More than I can say for my new SIM card though  x"
0,2221912095,raining and feeling crappy 
0,2058000427,"Feeling poorly, so pulled out of 3 peaks walk tomorrow. Cos of me, its now totally cancelled, so I feel worse &amp; guilty. I fail at failing "
1,1690795015,"@eni_kao Switchback, by Celldwellers -&gt; makes us dance but nice "
1,1974268236,@30secondstomars i think i'm gonna love the sound of the new record-i adore prog rock! we love you xo fia 
1,1966896149,@xcornejo   I will tonight more than likely Lol. If Carlos comes by  he is my favorite toy Lol
0,2234986079,at marissa's. maggie's going away party in the morning. 
1,2052705242,Count down to WWDC. http://bit.ly/184Oul Almost there 
1,2190022606,@nsmonkeygirl I generally don't mind being lanky. Right now? Not a fan.  and I'm not even that tall!
0,1755215034,@outsidertim indeed... especially as it was him who had the accident with the gas canister! kitty doesnt have any whiskers left 
0,2255163965,@jeffgrant I'm on t-mobile. But you have to worry about unlocking and all. My wont work now till monday due to the 3.0 update 
1,1824018438,@zaxonate47  kaathaala romba bore adichathu.. athan   hws t hot hot weekend
0,1833520896,"huhuhuhu...jam tanganku sobek talinya  DKNY, would you be kind to replace it?? hiks..hiksss..."
1,1881041602,"Fave AATS track atm: FacedWhorse (FH)! It's awesome, took a bit if time but "
0,2175328830,Oh no. Have left my phone at home   The Builder has left his home too Clearly we don't want to engage with the world today Or each other!
0,1975111671,@_Kimzilla I gained an iPhone and you lost one 
1,1684849499,Better hook up the iPhone.Just downloaded Assassin's Creed 
0,2190920320,jaxon got hit by a car. and physics still sucks 
0,1469232673,@David_Henrie I can't find it  I searched it and it said nothing was found
1,2181921902,home  ...I'm tired (:|
0,1990278948,"Insanely annoying. Managed to download two audiobooks of a trilogy, but the third is nowhere to be found "
0,1979548371,"I Stubbed My Tow Three Times Today Already.  N I Tripped And Pulled My Akeleez Tenden Muscle in My Ankle, N Fell On My Arm. (N)"
0,1977433850,Can't upload pics of tonight's ultra-cute dog visitor from phone.  Unhappy AT&amp;T network.
1,1824289577,@PembsDave Thanks for that Dave....  just what I need on a Sunday morning!  Ahhhhhh...  nice!  
0,1751640628,I really wanna buy a puppy when I get paid but my mom would kill me 
1,1565398920,"@jasonperryrock i like you jason... don't be silly...  but you, danny and harry should tweet more often"
1,1685981633,I want to take a shower.. I should do it now 
0,1968297642,@cpotorac you are silent nowadays why????  no tuts.... Any important work?
1,2184368863,"@mgcady True. But I have an evil, evil laugh. "
0,2326516650,JMDP  maybe you're not *that* ready for grass yet..
1,1980234029,"@BeatriceLily Hi mate, @Banksyart is now at @Banksyart2 - he's been posting there since having probs with his @Banksyart account. "
1,2189051577,@JaneBurgess I'm watching ep. 3 now. Three area Targets were sold out of the Season 1 box sets. I guess I'll try calling around tomorrow 
1,2013682452,@AFineFrenzy I enjoy that you talk to your electronics 
0,2187504834,Made it to NJ! Unloading tomorrow. I miss the best thing to ever come out of this state 
1,2059100516,Geography and choir awards   Off to dinner with the family and then class bonding.
1,1553800628,In NY they don't dress for comfort! 
1,1971738271,busy with my social sites 
1,1825220032,@Gaga4Gokey Yeah! Go for Kris! Pray for him! I want it to be jaw-dropping! I got to go kewl_icie! HAD A NICE TIME!! 
1,2001133817,@rockingla I will.. I really like it here 
0,2193879031,@susan3325 where r u? Sorry u have to eat alone 
0,1976420469,"I have 9 enemies. Devon, John, Rob, Horowitz, Canale, Tian, Fernando, Andrew, and Niko   I HATE THESE MOTHA FUCKERS THEY MUST DIE HARD!!!!"
0,1956680561,ruined my new dress by hand washing it myself 
0,1966262048,@mssbxny artery tomorrow. No more Hagen Daz for me 
1,2047298248,i might watch night at the museum 2 againnn  i'll post tha link in caes yous want to aswell http://www.megavideo.com/?v=Z8BAHCQ3 xxx
0,1678012754,"Just got DailyBooth, I keep getting told to so I did.. Gah.. Add me or w/e? The names GracieGee.. Dont mock Im new lmao "
1,1985150195,@Impala_Guy Yeah this is really annoying  - will send u mine also next time 
1,1685854683,making pizza 
0,2297157264,Uggh all lines down at the radio station. This is not gonna be fun 
1,1994059008,"@ThomasCoche Fontaines, LocFontaine, Fountain Locator, Fountain Maps, Maps Fontaine ? "
0,2220731041,@ollyog tried again and failed  you using ie haha?
0,1976962530,thinks @MattSauter pooped in the Amanda's bathroom 
0,2002609356,@dinno what was the announcement? i don't see anything in ur time line! 
0,1882175031,i saw jt on oprah today and i want his brand of jeans i want those jeans 
0,2063805003,"Mother just fed the cats. I love my cats, but the smell of cat food makes me feel really sick, plus this new food stinks up the house "
0,1469806358,"awww poor wee Callum isn't well  gotta feel sorry for my wee baby, he's away back to bed crying that he's not well"
0,1984731268,the house is so quiet now with all the cousins gone 
1,1754627317,@BaleBabe66 Happy Mother's Day! 
0,2234312054,"@ScrappinCop wow, that is so shitty "
0,1976347282,@SasaLoves I'm here princess!  Need to try to eat something before I drink. Still having waves of nausea - I should have napped 
1,2063829667,via @Darlingdear7: Howdy!! Welcome to my crowd!! i hope you dont mind being a part of them! 
